pageResource all api not hava log,the employee does not exist,not find dictionary type=<:NUM:>,[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",AuthSessionVali<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",[UpdateEmployee] <:*:> failed:>,no employee,can't find addEmp from updateEmp and empMapTo,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",timestamp,unknown
0,6,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 07:33:27,0
0,450,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 07:35:27,0
0,4,184,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-30 07:37:27,0
0,64,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 07:39:27,0
0,392,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-30 07:41:27,50
0,4,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 07:43:27,0
0,444,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 07:45:27,0
0,10,230,1344,1344,2,0,0,2,2,2,2,2,0,2,2023-10-30 07:47:27,0
0,56,46,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 07:49:27,0
0,396,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-30 07:51:27,50
0,10,138,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-30 07:53:27,10
0,444,92,1344,1344,2,2,2,0,0,2,2,0,0,2,2023-10-30 07:55:27,4
0,8,276,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 07:57:27,0
0,62,92,0,0,4,2,2,2,2,0,0,2,0,0,2023-10-30 07:59:27,0
0,390,460,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-30 08:01:27,50
0,10,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 08:03:27,0
0,444,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 08:05:27,0
0,6,184,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-30 08:07:27,0
0,72,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 08:09:27,0
0,386,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-30 08:11:27,50
0,6,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 08:13:27,0
0,448,184,0,0,2,2,2,0,0,0,0,0,0,0,2023-10-30 08:15:27,0
0,6,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 08:17:27,0
0,66,46,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 08:19:27,0
0,390,506,1344,1344,4,0,0,0,0,2,2,2,4,2,2023-10-30 08:21:27,50
0,6,138,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-30 08:23:27,0
0,448,92,1344,1344,2,0,0,4,4,2,2,0,0,2,2023-10-30 08:25:27,0
0,2,276,0,0,6,4,4,4,4,0,0,2,0,0,2023-10-30 08:27:27,8
0,64,92,0,0,2,4,4,2,2,0,0,2,0,0,2023-10-30 08:29:27,0
0,398,414,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-30 08:31:27,50
0,4,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 08:33:27,0
0,446,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 08:35:27,0
0,10,184,1344,1344,0,0,0,0,0,2,2,0,0,2,2023-10-30 08:37:27,0
0,70,138,0,0,6,4,4,4,4,0,0,2,0,0,2023-10-30 08:39:27,0
0,386,506,1344,1344,4,2,2,2,2,2,2,2,4,2,2023-10-30 08:41:27,50
0,4,46,0,0,0,2,2,2,2,0,0,0,0,0,2023-10-30 08:43:27,0
0,444,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 08:45:27,0
0,10,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 08:47:27,0
0,64,46,0,0,4,0,0,2,2,0,0,2,0,0,2023-10-30 08:49:27,0
0,388,506,1344,1344,4,0,0,2,2,2,2,2,4,2,2023-10-30 08:51:27,50
0,10,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 08:53:27,0
0,442,92,1344,1344,4,8,8,4,4,2,2,0,0,2,2023-10-30 08:55:27,0
0,4,276,0,0,12,14,14,10,10,0,0,2,0,0,2023-10-30 08:57:27,0
0,70,92,0,0,10,4,4,4,4,0,0,0,0,0,2023-10-30 08:59:27,0
0,790,506,0,0,4,2,2,0,0,2,0,4,4,0,2023-10-30 09:01:27,1784
0,12,184,0,0,20,10,10,4,4,0,0,0,0,0,2023-10-30 09:03:27,0
0,444,138,0,0,10,6,6,12,12,0,0,2,0,0,2023-10-30 09:05:27,8
0,6,184,1344,1344,10,10,10,6,6,2,2,0,0,2,2023-10-30 09:07:27,8
0,64,138,0,0,12,0,0,2,2,0,0,0,0,0,2023-10-30 09:09:27,0
0,394,460,0,0,16,8,8,12,12,0,0,4,4,0,2023-10-30 09:11:27,54
0,4,92,1344,1344,16,6,6,4,4,2,2,0,0,2,2023-10-30 09:13:27,0
0,448,184,0,0,28,12,12,18,18,0,0,0,0,0,2023-10-30 09:15:27,8
0,4,230,1344,1344,26,24,24,14,14,2,2,2,0,2,2023-10-30 09:17:27,8
0,52,46,0,0,16,12,12,10,10,0,0,0,0,0,2023-10-30 09:19:27,0
0,404,506,1344,1344,30,30,30,16,16,2,2,4,4,2,2023-10-30 09:21:27,50
0,8,138,0,0,22,20,20,24,24,0,0,0,0,0,2023-10-30 09:23:27,4
0,448,92,0,0,14,8,8,10,10,2,0,0,0,0,2023-10-30 09:25:27,8
0,2,276,0,0,40,18,18,20,20,0,0,2,0,0,2023-10-30 09:27:27,8
0,58,92,0,0,30,20,20,16,16,0,0,0,0,0,2023-10-30 09:29:27,8
0,402,414,1344,1344,38,22,22,14,14,2,2,4,4,2,2023-10-30 09:31:27,66
0,4,184,0,0,40,30,30,34,34,0,0,0,0,0,2023-10-30 09:33:27,64
0,446,138,0,0,52,20,20,22,22,0,0,2,0,0,2023-10-30 09:35:27,0
0,12,184,1344,1344,40,42,42,38,38,2,2,0,0,2,2023-10-30 09:37:27,28
0,60,138,0,0,58,56,56,42,42,0,0,0,0,0,2023-10-30 09:39:27,24
0,392,460,0,0,46,28,28,22,22,0,0,4,4,0,2023-10-30 09:41:27,56
0,8,92,1344,1344,74,30,30,32,32,2,2,0,0,2,2023-10-30 09:43:27,8
0,444,184,0,0,78,32,32,50,50,0,0,0,0,0,2023-10-30 09:45:27,26
0,10,230,1344,1344,92,48,48,54,54,2,2,2,0,2,2023-10-30 09:47:27,88
0,70,46,0,0,94,68,68,76,76,0,0,0,0,0,2023-10-30 09:49:27,62
0,380,552,1344,1344,108,42,42,42,42,2,2,4,4,2,2023-10-30 09:51:27,96
0,12,92,0,0,72,44,44,32,32,0,0,0,0,0,2023-10-30 09:53:27,2
0,442,46,0,0,98,52,52,50,50,0,0,0,0,0,2023-10-30 09:55:27,8
0,4,322,1344,1344,60,34,34,44,44,2,2,2,0,2,2023-10-30 09:57:27,28
0,78,92,0,0,58,44,44,40,40,0,0,0,0,0,2023-10-30 09:59:27,16
0,1578,414,1344,1344,84,58,58,62,62,2,2,4,4,2,2023-10-30 10:01:27,3730
61702,308,322,0,0,56,32,32,60,60,0,0,0,0,0,2023-10-30 10:03:27,42482
20234,450,138,0,0,64,44,44,44,44,0,0,2,0,0,2023-10-30 10:05:27,15272
0,8,184,1344,1344,66,30,30,42,42,2,2,0,0,2,2023-10-30 10:07:27,20
0,56,138,0,0,64,38,38,42,42,0,0,0,0,0,2023-10-30 10:09:27,60
0,400,460,0,0,56,42,42,32,32,0,0,4,4,0,2023-10-30 10:11:27,72
0,6,92,1344,1344,28,34,34,34,34,2,2,0,0,2,2023-10-30 10:13:27,48
0,462,184,0,0,54,26,26,26,26,0,0,0,0,0,2023-10-30 10:15:27,14
0,542,230,1344,1344,26,32,32,38,38,2,2,2,0,2,2023-10-30 10:17:27,62
0,548,46,0,0,26,18,18,16,16,0,0,0,0,0,2023-10-30 10:19:27,20
0,446,552,1344,1344,44,22,22,36,36,2,2,4,4,2,2023-10-30 10:21:27,120
0,6,92,0,0,20,18,18,22,22,0,0,0,0,0,2023-10-30 10:23:27,22
0,444,92,0,0,28,24,24,26,26,0,0,0,0,0,2023-10-30 10:25:27,168
0,10,276,1344,1344,26,16,16,20,20,2,2,2,0,2,2023-10-30 10:27:27,146
0,58,92,0,0,24,10,10,20,20,0,0,0,0,0,2023-10-30 10:29:27,38
0,410,368,1344,1344,26,12,12,24,24,2,2,4,4,2,2023-10-30 10:31:27,84
0,6,230,0,0,22,20,20,20,20,0,0,0,0,0,2023-10-30 10:33:27,48
0,446,138,0,0,18,16,16,12,12,0,0,2,0,0,2023-10-30 10:35:27,18
0,10,184,1344,1344,18,18,18,14,14,2,2,0,0,2,2023-10-30 10:37:27,40
0,64,138,0,0,12,8,8,12,12,0,0,0,0,0,2023-10-30 10:39:27,16
0,390,414,0,0,12,2,2,4,4,0,0,4,0,0,2023-10-30 10:41:27,8
0,10,138,1344,1344,4,8,8,4,4,2,2,0,4,2,2023-10-30 10:43:27,60
0,444,184,0,0,16,14,14,16,16,0,0,0,0,0,2023-10-30 10:45:27,4
0,6,230,1344,1344,16,10,10,12,12,2,2,2,0,2,2023-10-30 10:47:27,38
0,70,46,0,0,6,4,4,6,6,0,0,0,0,0,2023-10-30 10:49:27,0
0,386,552,1344,1344,16,12,12,6,6,2,2,4,4,2,2023-10-30 10:51:27,50
0,12,92,0,0,20,18,18,10,10,0,0,0,0,0,2023-10-30 10:53:27,0
0,442,92,0,0,6,6,6,10,10,0,0,0,0,0,2023-10-30 10:55:27,0
0,14,276,1344,1344,10,10,10,6,6,2,2,2,0,2,2023-10-30 10:57:27,0
0,914,92,0,0,4,8,8,6,6,0,0,0,0,0,2023-10-30 10:59:27,2
0,1358,460,1344,1344,6,8,8,6,6,2,2,4,4,2,2023-10-30 11:01:27,50
0,936,184,0,0,12,4,4,4,4,0,0,0,0,0,2023-10-30 11:03:27,0
0,1278,138,0,0,12,16,16,16,16,0,0,0,0,0,2023-10-30 11:05:27,10
0,854,184,1344,1344,6,0,0,4,4,2,2,2,0,2,2023-10-30 11:07:27,8
0,182,138,0,0,8,2,2,6,6,0,0,0,0,0,2023-10-30 11:09:27,2
0,416,414,0,0,2,6,6,4,4,0,0,4,0,0,2023-10-30 11:11:27,4
0,4,138,1344,1344,4,6,6,4,4,2,2,0,4,2,2023-10-30 11:13:27,50
0,452,184,0,0,6,6,6,2,2,0,0,0,0,0,2023-10-30 11:15:27,12
0,8,230,1344,1344,10,8,8,6,6,2,2,2,0,2,2023-10-30 11:17:27,8
0,56,46,0,0,0,2,2,0,0,0,0,0,0,0,2023-10-30 11:19:27,2
0,410,506,1344,1344,6,8,8,6,6,2,2,2,4,2,2023-10-30 11:21:27,68
0,6,138,0,0,4,0,0,2,2,0,0,2,0,0,2023-10-30 11:23:27,10
0,450,138,0,0,4,4,4,2,2,0,0,0,0,0,2023-10-30 11:25:27,12
0,12,230,1344,1344,8,10,10,6,6,2,2,2,0,2,2023-10-30 11:27:27,8
0,60,92,0,0,16,14,14,10,10,0,0,0,0,0,2023-10-30 11:29:27,8
0,396,460,1344,1344,6,0,0,2,2,2,2,4,4,2,2023-10-30 11:31:27,60
0,8,138,0,0,0,8,8,4,4,0,0,0,0,0,2023-10-30 11:33:27,0
0,446,138,1344,1344,6,6,6,6,6,0,0,0,0,0,2023-10-30 11:35:27,10
0,10,230,0,0,6,4,4,2,2,2,2,2,0,2,2023-10-30 11:37:27,20
0,64,92,0,0,8,4,4,6,6,0,0,0,0,0,2023-10-30 11:39:27,4
0,388,414,1344,1344,0,2,2,2,2,2,2,4,4,2,2023-10-30 11:41:27,50
0,8,184,0,0,8,10,10,4,4,0,0,0,0,0,2023-10-30 11:43:27,10
0,444,138,0,0,2,4,4,2,2,0,0,2,0,0,2023-10-30 11:45:27,10
0,4,184,1344,1344,6,2,2,2,2,2,2,0,0,2,2023-10-30 11:47:27,12
0,60,138,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-30 11:49:27,0
0,396,414,0,0,0,0,0,0,0,0,0,4,0,0,2023-10-30 11:51:27,2
0,6,184,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-30 11:53:27,50
0,450,92,0,0,0,2,2,0,0,0,0,0,0,0,2023-10-30 11:55:27,2
0,8,276,1344,1344,8,2,2,2,2,2,2,2,0,2,2023-10-30 11:57:27,0
0,48,92,0,0,4,4,4,0,0,0,0,0,0,0,2023-10-30 11:59:27,0
0,412,552,1344,1344,6,4,4,8,8,2,2,4,4,2,2023-10-30 12:01:27,1794
0,4,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:03:27,18
0,448,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:05:27,0
0,6,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 12:07:27,4
0,52,46,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-30 12:09:27,0
0,404,552,1344,1344,6,2,2,2,2,2,2,4,4,2,2023-10-30 12:11:27,58
0,4,92,0,0,4,0,0,4,4,0,0,0,0,0,2023-10-30 12:13:27,0
0,444,92,0,0,0,0,0,4,4,0,0,0,0,0,2023-10-30 12:15:27,4
0,8,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 12:17:27,0
0,48,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:19:27,0
0,410,460,1344,1344,0,0,0,0,0,2,2,4,4,2,2023-10-30 12:21:27,52
0,2,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:23:27,102
0,448,138,0,0,4,4,4,0,0,0,0,0,0,0,2023-10-30 12:25:27,1958
0,8,184,1344,1344,0,0,0,2,2,2,2,2,0,2,2023-10-30 12:27:27,0
0,46,138,0,0,2,4,4,2,2,0,0,0,0,0,2023-10-30 12:29:27,0
0,408,414,0,0,0,0,0,0,0,0,0,4,0,0,2023-10-30 12:31:27,0
0,8,138,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-30 12:33:27,50
0,442,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:35:27,0
0,8,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 12:37:27,0
0,50,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:39:27,0
0,406,552,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-30 12:41:27,50
0,10,92,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 12:43:27,0
0,442,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:45:27,0
0,4,276,1344,1344,2,0,0,2,2,2,2,2,0,2,2023-10-30 12:47:27,0
0,54,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:49:27,0
0,402,414,1344,1344,0,0,0,0,0,2,2,4,4,2,2023-10-30 12:51:27,50
0,4,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:53:27,0
0,452,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 12:55:27,0
0,2,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 12:57:27,0
0,48,138,0,0,4,2,2,2,2,0,0,0,0,0,2023-10-30 12:59:27,0
0,412,460,0,0,4,4,4,2,2,0,0,4,0,0,2023-10-30 13:01:27,0
0,4,138,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-30 13:03:27,50
0,450,184,0,0,4,0,0,2,2,0,0,0,0,0,2023-10-30 13:05:27,4
0,6,230,1344,1344,0,6,6,4,4,2,2,2,0,2,2023-10-30 13:07:27,4
0,52,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 13:09:27,4
0,404,506,1344,1344,0,0,0,0,0,2,2,2,4,2,2023-10-30 13:11:27,54
0,4,138,0,0,0,0,0,0,0,0,0,2,0,0,2023-10-30 13:13:27,6
0,444,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 13:15:27,0
0,8,276,1344,1344,2,4,4,2,2,2,2,2,0,2,2023-10-30 13:17:27,0
0,48,92,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-30 13:19:27,0
0,404,414,1344,1344,0,0,0,0,0,2,2,4,4,2,2023-10-30 13:21:27,50
0,8,184,0,0,4,2,2,2,2,0,0,0,0,0,2023-10-30 13:23:27,0
0,446,92,0,0,0,2,2,0,0,0,0,0,0,0,2023-10-30 13:25:27,0
0,10,276,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 13:27:27,0
0,50,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 13:29:27,0
0,404,368,0,0,0,0,0,0,0,0,0,4,0,0,2023-10-30 13:31:27,0
0,8,230,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-30 13:33:27,50
0,442,92,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-30 13:35:27,6
0,8,276,1344,1344,2,0,0,0,0,2,2,2,0,2,2023-10-30 13:37:27,0
0,72,46,0,0,2,6,6,4,4,0,0,0,0,0,2023-10-30 13:39:27,30
0,384,506,0,0,0,0,0,0,0,2,0,2,4,0,2023-10-30 13:41:27,68
0,6,138,0,0,2,0,0,0,0,0,0,2,0,0,2023-10-30 13:43:27,6
0,448,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 13:45:27,0
0,4,230,1344,1344,10,8,8,4,4,2,2,2,0,2,2023-10-30 13:47:27,4
0,66,92,0,0,4,4,4,4,4,0,0,0,0,0,2023-10-30 13:49:27,16
0,390,414,1344,1344,2,2,2,0,0,2,2,4,4,2,2023-10-30 13:51:27,50
0,6,184,0,0,0,2,2,0,0,0,0,0,0,0,2023-10-30 13:53:27,10
0,450,138,1128,1128,6,4,4,4,4,0,0,0,0,0,2023-10-30 13:55:27,2
0,4,230,216,216,4,2,2,2,2,2,2,2,0,2,2023-10-30 13:57:27,26
0,56,92,0,0,4,4,4,2,2,0,0,0,0,0,2023-10-30 13:59:27,0
0,404,460,1226,1226,12,12,12,12,12,0,0,2,0,0,2023-10-30 14:01:27,10
0,2,184,118,118,4,2,2,0,0,2,2,2,4,2,2023-10-30 14:03:27,86
0,444,92,0,0,8,12,12,8,8,0,0,0,0,0,2023-10-30 14:05:27,64
0,12,276,1344,1344,6,0,0,0,0,2,2,2,0,2,2023-10-30 14:07:27,4
0,78,92,0,0,8,8,8,6,6,0,0,0,0,0,2023-10-30 14:09:27,0
0,398,460,1344,1344,6,6,6,4,4,2,2,0,4,2,2023-10-30 14:11:27,60
0,4,138,0,0,2,4,4,2,2,0,0,4,0,0,2023-10-30 14:13:27,2
0,444,138,0,0,4,6,6,4,4,0,0,0,0,0,2023-10-30 14:15:27,24
0,666,230,1344,1344,10,6,6,8,8,2,2,2,0,2,2023-10-30 14:17:27,0
0,202,92,0,0,6,0,0,0,0,0,0,0,0,0,2023-10-30 14:19:27,16
0,1184,414,1344,1344,0,0,0,2,2,2,2,2,4,2,2023-10-30 14:21:27,50
0,8,184,0,0,8,6,6,4,4,0,0,2,0,0,2023-10-30 14:23:27,0
0,490,138,1344,1344,12,2,2,4,4,0,0,0,0,0,2023-10-30 14:25:27,0
0,22,230,0,0,8,0,0,0,0,2,2,2,0,2,2023-10-30 14:27:27,0
0,180,92,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-30 14:29:27,10
0,1076,460,1344,1344,6,4,4,4,4,0,0,2,4,0,2023-10-30 14:31:27,64
0,8,138,0,0,8,10,10,4,4,2,2,2,0,2,2023-10-30 14:33:27,12
0,488,92,0,0,4,6,6,4,4,0,0,0,0,0,2023-10-30 14:35:27,8
0,8,276,1344,1344,6,2,2,2,2,2,2,2,0,2,2023-10-30 14:37:27,8
0,50,92,0,0,0,0,0,4,4,0,0,0,0,0,2023-10-30 14:39:27,0
0,406,414,1344,1344,0,0,0,0,0,2,2,0,4,2,2023-10-30 14:41:27,54
0,6,184,0,0,0,0,0,0,0,0,0,4,0,0,2023-10-30 14:43:27,8
0,448,138,0,0,6,2,2,0,0,0,0,0,0,0,2023-10-30 14:45:27,32
0,6,230,1344,1344,2,0,0,0,0,2,2,2,0,2,2023-10-30 14:47:27,16
0,46,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 14:49:27,10
0,416,460,1344,1344,2,0,0,0,0,2,2,2,4,2,2023-10-30 14:51:27,74
0,40,138,0,0,0,2,2,2,2,0,0,2,0,0,2023-10-30 14:53:27,22
0,460,138,0,0,0,4,4,0,0,0,0,0,0,0,2023-10-30 14:55:27,0
0,50,276,1344,1344,8,0,0,0,0,2,2,2,0,2,2023-10-30 14:57:27,4
0,52,92,0,0,2,4,4,4,4,0,0,0,0,0,2023-10-30 14:59:27,2
0,450,598,1344,1344,0,2,2,0,0,2,2,2,4,2,2023-10-30 15:01:27,1750
0,150,138,0,0,4,2,2,2,2,0,0,2,0,0,2023-10-30 15:03:27,4
0,530,92,0,0,4,4,4,2,2,0,0,0,0,0,2023-10-30 15:05:27,44
0,10,322,1344,1344,4,0,0,0,0,2,2,2,0,2,2023-10-30 15:07:27,0
0,58,92,0,0,4,6,6,6,6,0,0,0,0,0,2023-10-30 15:09:27,0
0,394,506,1344,1344,8,6,6,6,6,2,2,2,4,2,2023-10-30 15:11:27,52
0,8,92,0,0,4,0,0,2,2,0,0,2,0,0,2023-10-30 15:13:27,0
0,446,138,1344,1344,4,0,0,4,4,0,0,0,0,0,2023-10-30 15:15:27,34
0,8,230,0,0,0,0,0,0,0,2,2,2,0,2,2023-10-30 15:17:27,0
0,56,92,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-30 15:19:27,0
0,448,460,1344,1344,10,2,2,2,2,2,2,2,4,2,2023-10-30 15:21:27,54
0,8,138,0,0,10,0,0,0,0,0,0,2,0,0,2023-10-30 15:23:27,6
0,444,92,0,0,2,8,8,8,8,0,0,0,0,0,2023-10-30 15:25:27,50
0,8,276,1344,1344,6,2,2,0,0,2,2,2,0,2,2023-10-30 15:27:27,4
0,58,92,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-30 15:29:27,0
0,408,414,1188,1186,10,6,6,8,8,0,0,2,0,0,2023-10-30 15:31:27,20
0,4,184,156,158,14,8,8,4,4,2,2,2,4,2,2023-10-30 15:33:27,52
0,450,92,0,0,4,8,8,8,8,0,0,0,0,0,2023-10-30 15:35:27,18
0,8,276,1344,1344,2,2,2,2,2,2,2,2,0,2,2023-10-30 15:37:27,0
0,60,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 15:39:27,8
0,396,460,1344,1344,0,2,2,2,2,2,2,0,4,2,2023-10-30 15:41:27,64
0,8,138,0,0,2,2,2,0,0,0,0,4,0,0,2023-10-30 15:43:27,20
0,448,138,0,0,2,2,2,4,4,0,0,0,0,0,2023-10-30 15:45:27,4
0,2,230,1344,1344,2,4,4,6,6,2,2,2,0,2,2023-10-30 15:47:27,4
0,58,92,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-30 15:49:27,8
0,400,414,1344,1344,2,0,0,0,0,2,2,2,4,2,2023-10-30 15:51:27,56
0,4,184,0,0,4,0,0,0,0,0,0,2,0,0,2023-10-30 15:53:27,0
0,446,138,1300,1298,18,10,10,4,4,0,0,0,0,0,2023-10-30 15:55:27,18
0,20,230,44,46,6,2,2,2,2,2,2,2,0,2,2023-10-30 15:57:27,8
0,64,92,0,0,2,8,8,0,0,0,0,0,0,0,2023-10-30 15:59:27,2
0,400,552,1344,1344,0,0,0,0,0,0,0,2,0,0,2023-10-30 16:01:27,3616
0,2,184,0,0,6,4,4,2,2,2,2,2,4,2,2023-10-30 16:03:27,52
0,444,92,0,0,10,4,4,4,4,0,0,0,0,0,2023-10-30 16:05:27,0
0,10,276,1344,1344,6,6,6,2,2,2,2,2,0,2,2023-10-30 16:07:27,0
0,44,92,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-30 16:09:27,0
0,406,414,1344,1344,2,4,4,4,4,2,2,0,4,2,2023-10-30 16:11:27,58
0,20,184,0,0,4,2,2,4,4,0,0,4,0,0,2023-10-30 16:13:27,4
0,444,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 16:15:27,0
0,14,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 16:17:27,12
0,74,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 16:19:27,0
0,418,460,1344,1344,14,10,10,8,8,2,2,2,4,2,2023-10-30 16:21:27,50
0,8,138,0,0,4,2,2,2,2,0,0,2,0,0,2023-10-30 16:23:27,0
0,444,138,1344,1344,6,2,2,0,0,0,0,0,0,0,2023-10-30 16:25:27,0
0,80,230,0,0,0,2,2,2,2,2,2,2,0,2,2023-10-30 16:27:27,10
0,60,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 16:29:27,0
0,504,460,1344,1344,6,2,2,2,2,0,0,2,4,0,2023-10-30 16:31:27,50
0,42,138,0,0,0,0,0,0,0,2,2,2,0,2,2023-10-30 16:33:27,0
0,442,92,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-30 16:35:27,0
0,12,276,1344,1344,2,4,4,4,4,2,2,2,0,2,2023-10-30 16:37:27,0
0,166,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 16:39:27,0
0,540,414,1344,1344,6,2,2,2,2,2,2,0,4,2,2023-10-30 16:41:27,50
0,34,184,0,0,0,2,2,4,4,0,0,4,0,0,2023-10-30 16:43:27,0
0,472,138,0,0,8,0,0,0,0,0,0,0,0,0,2023-10-30 16:45:27,0
0,32,230,1344,1344,10,16,16,10,10,2,2,2,0,2,2023-10-30 16:47:27,0
0,110,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-30 16:49:27,8
0,484,460,1344,1344,8,0,0,2,2,2,2,2,4,2,2023-10-30 16:51:27,50
0,70,138,0,0,6,4,4,2,2,0,0,2,0,0,2023-10-30 16:53:27,0
0,618,138,1344,1344,0,0,0,2,2,0,0,0,0,0,2023-10-30 16:55:27,10
0,6,230,0,0,0,0,0,0,0,2,2,2,0,2,2023-10-30 16:57:27,2
0,56,92,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-30 16:59:27,36
0,398,506,1344,1344,6,4,4,4,4,2,2,2,4,2,2023-10-30 17:01:27,56
0,2,138,0,0,0,4,4,0,0,0,0,2,0,0,2023-10-30 17:03:27,38
0,446,138,0,0,6,4,4,0,0,0,0,0,0,0,2023-10-30 17:05:27,2
0,2,230,1344,1344,0,0,0,0,0,2,2,2,0,2,2023-10-30 17:07:27,0
0,62,92,0,0,8,4,4,2,2,0,0,0,0,0,2023-10-30 17:09:27,8
0,388,414,1344,1344,0,0,0,2,2,2,2,2,4,2,2023-10-30 17:11:27,54
0,2,184,0,0,4,0,0,2,2,0,0,2,0,0,2023-10-30 17:13:27,6
0,446,138,0,0,2,2,2,0,0,0,0,2,0,0,2023-10-30 17:15:27,0
0,2,184,1344,1344,2,0,0,2,2,2,2,0,0,2,2023-10-30 17:17:27,10
0,50,138,0,0,2,6,6,2,2,0,0,0,0,0,2023-10-30 17:19:27,0
0,538,414,0,0,2,0,0,2,2,0,0,2,0,0,2023-10-30 17:21:27,24
0,186,184,1344,1344,6,10,10,6,6,2,2,2,4,2,2023-10-30 17:23:27,62
