pageResource all api not hava log,the employee does not exist,not find dictionary type=<:NUM:>,[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",AuthSessionVali<:updateFanweiEmployee failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,[getOtpKey] GetWeChatUserInf<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,"[SimplePost] failed, <:ERRORPost:>",[UpdateEmployee] <:*:> failed:>,can't find addEmp from updateEmp and empMapTo,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",no employee,timestamp,unknown
0,282,414,1340,1340,2,0,0,0,0,2,2,4,2,2,2023-10-23 07:21:18,50
0,2,230,0,0,0,0,0,2,2,0,0,0,0,2,2023-10-23 07:23:18,4
0,446,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 07:25:18,0
0,4,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-23 07:27:18,0
0,166,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 07:29:18,0
0,288,368,1340,1340,0,0,0,0,0,2,2,4,2,0,2023-10-23 07:31:18,50
0,4,230,0,0,0,0,0,0,0,0,0,0,0,4,2023-10-23 07:33:18,0
0,438,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 07:35:18,0
0,12,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-23 07:37:18,0
0,166,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 07:39:18,0
0,284,460,1340,1340,0,0,0,0,0,0,0,0,0,2,2023-10-23 07:41:18,0
0,8,138,0,0,0,0,0,0,0,2,2,4,2,2,2023-10-23 07:43:18,50
0,438,92,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-23 07:45:18,0
0,10,230,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-23 07:47:18,0
0,172,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 07:49:18,0
0,280,368,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 07:51:18,0
0,10,184,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-23 07:53:18,50
0,440,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 07:55:18,0
0,2,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-23 07:57:18,0
0,962,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 07:59:18,0
0,1122,460,0,0,0,0,0,0,0,0,0,4,0,2,2023-10-23 08:01:18,50
0,860,92,1340,1340,2,2,2,2,2,2,2,0,2,2,2023-10-23 08:03:18,2
0,1290,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 08:05:18,0
0,838,276,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-23 08:07:18,0
0,336,92,0,0,14,4,4,6,6,0,0,0,0,0,2023-10-23 08:09:18,4
0,278,414,1340,1340,0,0,0,2,2,2,2,4,2,2,2023-10-23 08:11:18,50
0,4,184,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 08:13:18,0
0,446,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 08:15:18,0
0,4,276,1340,1340,2,0,0,2,2,2,2,0,2,2,2023-10-23 08:17:18,0
0,166,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 08:19:18,0
0,290,460,1340,1340,2,0,0,0,0,2,2,4,2,0,2023-10-23 08:21:18,50
0,2,184,0,0,0,4,4,2,2,0,0,0,0,4,2023-10-23 08:23:18,0
0,444,92,1340,1340,0,0,0,0,0,2,2,0,2,0,2023-10-23 08:25:18,0
0,6,276,0,0,4,0,0,0,0,0,0,0,0,2,2023-10-23 08:27:18,0
0,166,92,0,0,2,0,0,4,4,0,0,0,0,0,2023-10-23 08:29:18,0
0,286,414,1340,1340,0,0,0,0,0,2,2,4,2,2,2023-10-23 08:31:18,50
0,6,184,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 08:33:18,0
0,438,92,0,0,2,4,4,2,2,0,0,0,0,0,2023-10-23 08:35:18,0
0,8,230,1340,1340,4,2,2,2,2,2,2,0,2,2,2023-10-23 08:37:18,0
0,170,138,0,0,4,4,4,0,0,0,0,0,0,0,2023-10-23 08:39:18,0
0,276,414,0,0,4,2,2,2,2,0,0,4,0,2,2023-10-23 08:41:18,50
0,12,138,1340,1340,6,0,0,2,2,2,2,0,2,2,2023-10-23 08:43:18,8
0,440,138,0,0,4,6,6,4,4,0,0,0,0,0,2023-10-23 08:45:18,0
0,8,276,1340,1340,0,4,4,2,2,2,2,0,2,2,2023-10-23 08:47:18,0
0,168,46,0,0,4,4,4,2,2,0,0,0,0,0,2023-10-23 08:49:18,0
0,282,460,1340,1340,6,0,0,2,2,2,2,4,2,0,2023-10-23 08:51:18,50
0,8,184,0,0,6,8,8,6,6,0,0,0,0,4,2023-10-23 08:53:18,0
0,440,46,0,0,4,0,0,2,2,0,0,0,0,0,2023-10-23 08:55:18,0
0,4,322,1340,1340,4,2,2,4,4,2,2,0,2,2,2023-10-23 08:57:18,0
0,950,92,0,0,8,0,0,2,2,0,0,0,0,0,2023-10-23 08:59:18,0
0,1540,506,1340,1340,20,12,12,8,8,2,2,4,2,2,2023-10-23 09:01:18,1742
0,840,184,0,0,26,10,10,6,6,0,0,0,0,2,2023-10-23 09:03:18,0
0,1286,184,0,0,16,8,8,8,8,0,0,0,0,0,2023-10-23 09:05:18,4
0,830,138,1340,1340,8,6,6,2,2,2,2,0,2,2,2023-10-23 09:07:18,0
0,374,138,0,0,18,10,10,6,6,0,0,0,0,0,2023-10-23 09:09:18,8
0,276,414,0,0,24,6,6,8,8,0,0,4,0,2,2023-10-23 09:11:18,64
0,6,138,1340,1340,16,16,16,10,10,2,2,0,2,2,2023-10-23 09:13:18,8
0,444,138,0,0,34,20,20,16,16,0,0,0,0,0,2023-10-23 09:15:18,0
0,4,276,1340,1340,8,8,8,8,8,2,2,0,2,2,2023-10-23 09:17:18,0
0,168,46,0,0,12,10,10,12,12,0,0,0,0,0,2023-10-23 09:19:18,4
0,286,506,1340,1340,24,10,10,10,10,2,2,4,2,0,2023-10-23 09:21:18,54
0,4,138,0,0,28,8,8,8,8,0,0,0,0,4,2023-10-23 09:23:18,12
0,442,46,0,0,26,10,10,22,22,0,0,0,0,0,2023-10-23 09:25:18,30
0,18,322,1340,1340,32,26,26,22,22,2,2,0,2,2,2023-10-23 09:27:18,10
0,168,92,0,0,22,12,12,14,14,0,0,0,0,0,2023-10-23 09:29:18,4
0,284,414,1340,1340,46,24,24,38,38,2,2,4,2,2,2023-10-23 09:31:18,98
0,6,184,0,0,54,38,38,34,34,0,0,0,0,2,2023-10-23 09:33:18,24
0,438,184,0,0,56,32,32,26,26,0,0,0,0,0,2023-10-23 09:35:18,14
0,10,138,1340,1340,46,22,22,24,24,2,2,0,2,2,2023-10-23 09:37:18,4
0,168,138,0,0,58,36,36,44,44,0,0,0,0,0,2023-10-23 09:39:18,20
0,276,414,0,0,74,44,44,48,48,0,0,4,0,2,2023-10-23 09:41:18,54
0,12,92,1340,1340,74,38,38,40,40,2,2,0,2,2,2023-10-23 09:43:18,12
0,440,184,0,0,68,58,58,40,40,0,0,0,0,0,2023-10-23 09:45:18,24
0,2,276,1340,1340,52,44,44,38,38,2,2,0,2,2,2023-10-23 09:47:18,24
0,190,46,0,0,58,34,34,58,58,0,0,0,0,0,2023-10-23 09:49:18,48
0,274,506,1340,1340,70,44,44,52,52,2,2,4,2,0,2023-10-23 09:51:18,90
0,12,138,0,0,86,50,50,40,40,0,0,0,0,4,2023-10-23 09:53:18,12
0,442,46,0,0,86,52,52,50,50,0,0,0,0,0,2023-10-23 09:55:18,274
0,2,460,1340,1340,70,34,34,42,42,2,2,0,2,2,2023-10-23 09:57:18,42
0,932,138,0,0,66,28,28,40,40,0,0,0,0,0,2023-10-23 09:59:18,32
0,2120,414,1340,1340,58,46,46,46,46,2,2,4,2,2,2023-10-23 10:01:18,3642
61452,1370,322,0,0,78,42,42,58,58,0,0,0,0,2,2023-10-23 10:03:18,43308
20448,1256,184,0,0,70,50,50,62,62,0,0,0,0,0,2023-10-23 10:05:18,13828
0,842,92,1340,1340,62,42,42,44,44,2,2,0,2,2,2023-10-23 10:07:18,58
0,390,184,0,0,38,30,30,36,36,0,0,0,0,0,2023-10-23 10:09:18,68
0,284,414,0,0,70,50,50,44,44,0,0,0,0,2,2023-10-23 10:11:18,10
0,6,92,1340,1340,56,38,38,34,34,2,2,4,2,2,2023-10-23 10:13:18,68
0,444,184,0,0,46,36,36,36,36,0,0,0,0,0,2023-10-23 10:15:18,16
0,468,276,1340,1340,42,34,34,30,30,2,2,0,2,2,2023-10-23 10:17:18,30
0,680,0,0,0,34,12,12,30,30,0,0,0,0,0,2023-10-23 10:19:18,52
0,400,552,1340,1340,12,16,16,10,10,2,2,4,2,0,2023-10-23 10:21:18,90
0,8,138,0,0,44,26,26,30,30,0,0,0,0,4,2023-10-23 10:23:18,78
0,440,0,0,0,24,18,18,20,20,0,0,0,0,0,2023-10-23 10:25:18,38
0,12,368,1340,1340,22,22,22,18,18,2,2,0,2,2,2023-10-23 10:27:18,52
0,170,92,0,0,12,14,14,10,10,0,0,0,0,0,2023-10-23 10:29:18,72
0,280,322,1340,1340,18,12,12,14,14,2,2,4,2,2,2023-10-23 10:31:18,84
0,12,276,0,0,20,4,4,12,12,0,0,0,0,2,2023-10-23 10:33:18,32
0,440,184,0,0,20,12,12,10,10,0,0,0,0,0,2023-10-23 10:35:18,30
0,12,92,1340,1340,24,16,16,12,12,2,2,0,2,2,2023-10-23 10:37:18,34
0,152,184,0,0,12,18,18,12,12,0,0,0,0,0,2023-10-23 10:39:18,4
0,294,414,0,0,16,14,14,20,20,0,0,0,0,2,2023-10-23 10:41:18,36
0,12,92,1340,1340,10,4,4,6,6,2,2,4,2,2,2023-10-23 10:43:18,90
0,446,184,0,0,18,8,8,12,12,0,0,0,0,2,2023-10-23 10:45:18,28
0,2,276,1340,1340,12,12,12,8,8,2,2,0,2,0,2023-10-23 10:47:18,4
0,184,0,0,0,38,6,6,6,6,0,0,0,0,0,2023-10-23 10:49:18,50
0,274,552,1340,1340,12,10,10,12,12,2,2,4,2,0,2023-10-23 10:51:18,72
0,2,138,0,0,6,0,0,2,2,0,0,0,0,4,2023-10-23 10:53:18,4
0,448,0,0,0,18,22,22,18,18,0,0,0,0,0,2023-10-23 10:55:18,6
0,2,368,1340,1340,2,8,8,0,0,2,2,0,2,2,2023-10-23 10:57:18,18
0,942,92,0,0,14,0,0,0,0,0,0,0,0,0,2023-10-23 10:59:18,2
0,1238,368,1340,1340,8,8,8,6,6,2,2,4,2,2,2023-10-23 11:01:18,58
0,944,276,0,0,4,4,4,2,2,0,0,0,0,2,2023-10-23 11:03:18,0
0,1278,184,0,0,12,8,8,8,8,0,0,0,0,0,2023-10-23 11:05:18,10
0,858,92,1340,1340,8,12,12,10,10,2,2,0,2,2,2023-10-23 11:07:18,12
0,356,184,0,0,20,12,12,4,4,0,0,0,0,0,2023-10-23 11:09:18,18
0,284,414,0,0,12,2,2,6,6,0,0,0,0,2,2023-10-23 11:11:18,0
0,14,92,1340,1340,2,4,4,4,4,2,2,4,2,2,2023-10-23 11:13:18,58
0,452,184,0,0,4,2,2,16,16,0,0,0,0,2,2023-10-23 11:15:18,40
0,16,276,1340,1340,22,10,10,14,14,2,2,0,2,0,2023-10-23 11:17:18,8
0,168,0,0,0,12,4,4,8,8,0,0,0,0,0,2023-10-23 11:19:18,24
0,286,552,1340,1340,12,8,8,10,10,2,2,4,2,2,2023-10-23 11:21:18,50
0,4,138,0,0,2,4,4,4,4,0,0,0,0,2,2023-10-23 11:23:18,12
0,440,0,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-23 11:25:18,0
0,8,368,1340,1340,12,8,8,6,6,2,2,0,2,2,2023-10-23 11:27:18,0
0,168,92,0,0,8,6,6,2,2,0,0,0,0,0,2023-10-23 11:29:18,8
0,284,322,1340,1340,6,12,12,10,10,2,2,4,2,2,2023-10-23 11:31:18,60
0,10,276,0,0,16,8,8,18,18,0,0,0,0,2,2023-10-23 11:33:18,12
0,442,184,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-23 11:35:18,0
0,4,92,1340,1340,0,0,0,0,0,2,2,0,2,2,2023-10-23 11:37:18,0
0,174,184,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-23 11:39:18,0
0,278,414,0,0,8,0,0,4,4,0,0,0,0,2,2023-10-23 11:41:18,8
0,10,92,1340,1340,8,4,4,2,2,2,2,4,2,2,2023-10-23 11:43:18,54
0,440,184,0,0,12,4,4,8,8,0,0,0,0,0,2023-10-23 11:45:18,0
0,2,276,1340,1340,8,8,8,8,8,2,2,0,2,2,2023-10-23 11:47:18,8
0,174,0,0,0,28,10,10,4,4,0,0,0,0,0,2023-10-23 11:49:18,22
0,282,506,1340,1340,4,2,2,8,8,2,2,4,2,2,2023-10-23 11:51:18,50
0,2,184,0,0,10,4,4,4,4,0,0,0,0,0,2023-10-23 11:53:18,0
0,446,138,0,0,6,4,4,4,4,0,0,0,0,2,2023-10-23 11:55:18,0
0,4,230,1342,1342,4,4,4,4,4,2,2,0,2,2,2023-10-23 11:57:18,0
0,946,46,0,0,14,6,6,2,2,0,0,0,0,0,2023-10-23 11:59:18,2
0,1118,598,1342,1342,0,4,4,4,4,2,2,4,2,2,2023-10-23 12:01:18,1748
0,816,138,0,0,2,4,4,2,2,0,0,0,0,0,2023-10-23 12:03:18,0
0,1272,92,0,0,2,0,0,0,0,0,0,0,0,2,2023-10-23 12:05:18,0
0,840,276,1342,1342,0,0,0,0,0,2,2,0,2,2,2023-10-23 12:07:18,0
0,402,92,0,0,2,0,0,2,2,0,0,0,0,0,2023-10-23 12:09:18,0
0,296,414,1342,1342,0,0,0,0,0,2,2,4,2,0,2023-10-23 12:11:18,50
0,4,184,0,0,0,2,2,0,0,0,0,0,0,2,2023-10-23 12:13:18,2
0,440,0,0,0,6,2,2,2,2,0,0,0,0,2,2023-10-23 12:15:18,0
0,8,368,1342,1342,2,0,0,2,2,2,2,0,2,2,2023-10-23 12:17:18,0
0,168,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 12:19:18,0
0,282,368,1342,1342,0,0,0,0,0,2,2,4,2,0,2023-10-23 12:21:18,58
0,10,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 12:23:18,182
0,438,92,1342,1342,0,0,0,0,0,2,2,0,2,2,2023-10-23 12:25:18,1880
0,10,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 12:27:18,0
0,172,92,0,0,4,2,2,2,2,0,0,0,0,0,2023-10-23 12:29:18,0
0,276,322,1342,1342,0,0,0,0,0,2,2,4,2,2,2023-10-23 12:31:18,50
0,10,276,0,0,4,4,4,2,2,0,0,0,0,0,2023-10-23 12:33:18,0
0,440,138,1302,1300,0,0,0,0,0,0,0,0,0,2,2023-10-23 12:35:18,0
0,4,230,40,42,2,4,4,2,2,2,2,0,2,2,2023-10-23 12:37:18,0
0,164,92,0,0,0,4,4,0,0,0,0,0,0,0,2023-10-23 12:39:18,0
0,286,414,1342,1342,2,0,0,2,2,2,2,4,2,2,2023-10-23 12:41:18,50
0,6,184,0,0,8,4,4,2,2,0,0,0,0,0,2023-10-23 12:43:18,0
0,446,184,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 12:45:18,0
0,4,138,1342,1342,4,6,6,6,6,2,2,0,2,2,2023-10-23 12:47:18,4
0,172,138,0,0,0,2,2,2,2,0,0,0,0,0,2023-10-23 12:49:18,4
0,280,506,1342,1342,2,4,4,2,2,0,0,4,0,2,2023-10-23 12:51:18,64
0,6,92,0,0,0,0,0,0,0,2,2,0,2,0,2023-10-23 12:53:18,6
0,444,184,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 12:55:18,0
0,6,92,1342,1342,4,2,2,2,2,2,2,0,2,2,2023-10-23 12:57:18,0
0,928,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 12:59:18,0
0,1124,460,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 13:01:18,0
0,852,138,1342,1342,0,0,0,0,0,2,2,4,2,0,2023-10-23 13:03:18,50
0,1270,138,0,0,6,4,4,0,0,0,0,0,0,2,2023-10-23 13:05:18,0
0,868,230,1342,1342,6,2,2,4,4,2,2,0,2,2,2023-10-23 13:07:18,0
0,358,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 13:09:18,0
0,284,368,0,0,4,4,4,0,0,0,0,0,0,2,2023-10-23 13:11:18,2
0,8,138,1342,1342,2,0,0,0,0,2,2,4,2,0,2023-10-23 13:13:18,50
0,438,184,0,0,2,0,0,0,0,0,0,0,0,2,2023-10-23 13:15:18,0
0,8,276,1342,1342,0,0,0,2,2,2,2,0,2,2,2023-10-23 13:17:18,0
0,170,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 13:19:18,0
0,278,368,1342,1342,6,6,6,6,6,2,2,4,2,2,2023-10-23 13:21:18,50
0,10,184,0,0,4,2,2,2,2,0,0,0,0,0,2023-10-23 13:23:18,0
0,442,138,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 13:25:18,0
0,2,276,1342,1342,0,0,0,0,0,2,2,0,2,2,2023-10-23 13:27:18,0
0,182,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 13:29:18,0
0,274,460,1342,1342,0,0,0,0,0,2,2,4,2,2,2023-10-23 13:31:18,54
0,8,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 13:33:18,0
0,442,92,0,0,6,2,2,4,4,0,0,0,0,2,2023-10-23 13:35:18,0
0,2,276,1342,1342,2,6,6,2,2,2,2,0,2,2,2023-10-23 13:37:18,0
0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 13:39:18,0
0,280,552,1342,1342,2,0,0,0,0,2,2,4,2,2,2023-10-23 13:41:18,50
0,2,138,0,0,8,12,12,6,6,0,0,0,0,0,2023-10-23 13:43:18,26
0,446,92,0,0,2,0,0,4,4,0,0,0,0,2,2023-10-23 13:45:18,14
0,4,276,1342,1342,2,6,6,2,2,2,2,0,2,2,2023-10-23 13:47:18,6
0,166,46,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 13:49:18,8
0,290,460,1342,1342,20,8,8,8,8,2,2,4,2,0,2023-10-23 13:51:18,70
0,2,184,0,0,4,0,0,4,4,0,0,0,0,2,2023-10-23 13:53:18,12
0,446,0,0,0,2,2,2,0,0,0,0,0,0,2,2023-10-23 13:55:18,12
0,4,368,1342,1342,4,6,6,4,4,2,2,0,2,2,2023-10-23 13:57:18,0
0,952,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 13:59:18,0
0,1112,414,1342,1342,8,2,2,4,4,2,2,4,2,0,2023-10-23 14:01:18,54
0,842,230,0,0,2,4,4,4,4,0,0,0,0,2,2023-10-23 14:03:18,6
0,1250,138,1306,1306,2,6,6,2,2,0,0,0,0,2,2023-10-23 14:05:18,0
0,862,230,36,36,8,8,8,8,8,2,2,0,2,2,2023-10-23 14:07:18,0
0,386,92,0,0,4,4,4,2,2,0,0,0,0,0,2023-10-23 14:09:18,14
0,278,322,1342,1342,6,8,8,4,4,2,2,4,2,2,2023-10-23 14:11:18,50
0,16,276,0,0,8,10,10,8,8,0,0,0,0,0,2023-10-23 14:13:18,4
0,438,92,0,0,6,6,6,6,6,0,0,0,0,2,2023-10-23 14:15:18,10
0,10,230,1342,1342,2,4,4,0,0,2,2,0,2,2,2023-10-23 14:17:18,0
0,174,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 14:19:18,0
0,272,414,1342,1342,6,4,4,2,2,2,2,4,2,2,2023-10-23 14:21:18,76
0,12,184,0,0,8,8,8,8,8,0,0,0,0,0,2023-10-23 14:23:18,0
0,440,184,0,0,12,0,0,6,6,0,0,0,0,2,2023-10-23 14:25:18,0
0,4,92,1342,1342,8,14,14,8,8,2,2,0,2,2,2023-10-23 14:27:18,0
0,172,184,0,0,2,0,0,4,4,0,0,0,0,0,2023-10-23 14:29:18,6
0,282,414,430,428,4,2,2,4,4,0,0,0,0,2,2023-10-23 14:31:18,10
0,4,184,912,914,2,4,4,0,0,2,2,4,2,0,2023-10-23 14:33:18,54
0,446,92,0,0,0,4,4,2,2,0,0,0,0,2,2023-10-23 14:35:18,4
0,2,230,1342,1342,0,0,0,0,0,2,2,0,2,2,2023-10-23 14:37:18,18
0,174,138,0,0,2,4,4,2,2,0,0,0,0,0,2023-10-23 14:39:18,20
0,280,414,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 14:41:18,0
0,2,138,1342,1342,2,2,2,2,2,2,2,4,2,0,2023-10-23 14:43:18,50
0,446,138,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 14:45:18,0
0,4,276,1342,1342,8,8,8,8,8,2,2,0,2,2,2023-10-23 14:47:18,6
0,164,92,0,0,4,6,6,4,4,0,0,0,0,0,2023-10-23 14:49:18,0
0,288,460,1342,1342,2,0,0,6,6,2,2,4,2,2,2023-10-23 14:51:18,74
0,10,46,0,0,4,0,0,4,4,0,0,0,0,0,2023-10-23 14:53:18,20
0,448,184,0,0,0,2,2,2,2,0,0,0,0,2,2023-10-23 14:55:18,32
0,12,276,1342,1342,0,2,2,0,0,2,2,0,2,2,2023-10-23 14:57:18,8
0,946,46,0,0,4,0,0,0,0,0,0,0,0,0,2023-10-23 14:59:18,16
0,1176,368,1342,1342,2,8,8,4,4,2,2,4,2,2,2023-10-23 15:01:18,1750
0,838,276,0,0,2,0,0,0,0,0,0,0,0,0,2023-10-23 15:03:18,0
0,1452,138,0,0,0,2,2,2,2,0,0,0,0,2,2023-10-23 15:05:18,8
0,842,276,1342,1342,4,4,4,4,4,2,2,0,2,2,2023-10-23 15:07:18,8
0,362,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 15:09:18,0
0,282,414,1342,1342,0,0,0,0,0,2,2,4,2,2,2023-10-23 15:11:18,54
0,8,276,0,0,8,8,8,4,4,0,0,0,0,0,2023-10-23 15:13:18,0
0,444,138,0,0,8,6,6,4,4,0,0,0,0,2,2023-10-23 15:15:18,2
0,4,230,1342,1342,12,4,4,6,6,2,2,0,2,2,2023-10-23 15:17:18,20
0,176,46,0,0,4,4,4,6,6,0,0,0,0,0,2023-10-23 15:19:18,8
0,332,506,1342,1342,0,4,4,2,2,2,2,4,2,2,2023-10-23 15:21:18,50
0,8,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 15:23:18,0
0,444,92,0,0,4,2,2,2,2,0,0,0,0,2,2023-10-23 15:25:18,4
0,4,276,1342,1342,0,4,4,6,6,2,2,0,2,2,2023-10-23 15:27:18,12
0,170,92,0,0,2,2,2,2,2,0,0,0,0,0,2023-10-23 15:29:18,2
0,288,506,1342,1342,0,0,0,0,0,2,2,4,2,0,2023-10-23 15:31:18,56
0,4,92,0,0,4,4,4,4,4,0,0,0,0,2,2023-10-23 15:33:18,16
0,448,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 15:35:18,0
0,6,368,1342,1342,2,2,2,2,2,2,2,0,2,2,2023-10-23 15:37:18,0
0,174,92,0,0,4,2,2,4,4,0,0,0,0,0,2023-10-23 15:39:18,8
0,282,322,1342,1342,4,2,2,2,2,2,2,4,2,0,2023-10-23 15:41:18,54
0,4,276,0,0,8,2,2,4,4,0,0,0,0,2,2023-10-23 15:43:18,0
0,448,92,0,0,2,2,2,2,2,0,0,0,0,2,2023-10-23 15:45:18,0
0,4,184,1342,1342,4,2,2,4,4,2,2,0,2,2,2023-10-23 15:47:18,0
0,182,184,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 15:49:18,0
0,276,414,0,0,6,0,0,0,0,0,0,0,0,2,2023-10-23 15:51:18,0
0,4,92,1342,1342,4,4,4,2,2,2,2,4,2,0,2023-10-23 15:53:18,50
0,444,184,0,0,4,0,0,0,0,0,0,0,0,2,2023-10-23 15:55:18,8
0,8,276,1342,1342,0,0,0,0,0,2,2,0,2,2,2023-10-23 15:57:18,14
0,962,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 15:59:18,18
0,1098,506,1342,1342,2,0,0,0,0,2,2,4,2,2,2023-10-23 16:01:18,3640
0,812,322,0,0,0,2,2,2,2,0,0,0,0,0,2023-10-23 16:03:18,0
0,1268,0,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 16:05:18,0
0,832,368,1342,1342,2,0,0,0,0,2,2,0,2,2,2023-10-23 16:07:18,0
0,446,92,0,0,0,4,4,4,4,0,0,0,0,0,2023-10-23 16:09:18,0
0,282,322,1342,1342,0,0,0,0,0,2,2,4,2,0,2023-10-23 16:11:18,52
0,10,276,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 16:13:18,0
0,444,92,0,0,2,8,8,4,4,0,0,0,0,2,2023-10-23 16:15:18,6
0,2,184,1342,1342,0,0,0,0,0,2,2,0,2,2,2023-10-23 16:17:18,6
0,176,184,0,0,2,4,4,2,2,0,0,0,0,0,2023-10-23 16:19:18,8
0,284,414,0,0,4,0,0,0,0,0,0,0,0,2,2023-10-23 16:21:18,0
0,2,92,1342,1342,0,4,4,2,2,2,2,4,2,0,2023-10-23 16:23:18,50
0,454,184,0,0,8,8,8,6,6,0,0,0,0,2,2023-10-23 16:25:18,12
0,2,276,1342,1342,2,2,2,0,0,2,2,0,2,2,2023-10-23 16:27:18,6
0,174,0,0,0,8,8,8,8,8,0,0,0,0,0,2023-10-23 16:29:18,8
0,286,414,1342,1342,4,0,0,2,2,2,2,4,2,2,2023-10-23 16:31:18,62
0,2,276,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 16:33:18,10
0,448,46,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 16:35:18,0
0,6,322,1342,1342,0,0,0,0,0,2,2,0,2,2,2023-10-23 16:37:18,0
0,168,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 16:39:18,0
0,288,414,1342,1342,4,4,4,4,4,2,2,4,2,0,2023-10-23 16:41:18,54
0,12,184,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 16:43:18,18
0,452,92,0,0,2,0,0,2,2,0,0,0,0,2,2023-10-23 16:45:18,20
0,10,230,1342,1342,0,0,0,0,0,2,2,0,2,2,2023-10-23 16:47:18,46
0,170,138,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 16:49:18,20
0,292,368,0,0,0,0,0,0,0,0,0,0,0,2,2023-10-23 16:51:18,14
0,4,184,1342,1342,6,2,2,0,0,2,2,4,2,0,2023-10-23 16:53:18,54
0,444,138,0,0,22,0,0,2,2,0,0,0,0,0,2023-10-23 16:55:18,2
0,8,276,1342,1342,4,0,0,0,0,2,2,0,2,4,2023-10-23 16:57:18,0
0,938,46,0,0,4,2,2,2,2,0,0,0,0,0,2023-10-23 16:59:18,0
0,1108,414,1342,1342,10,0,0,0,0,2,2,4,2,2,2023-10-23 17:01:18,58
0,844,276,0,0,10,2,2,6,6,0,0,0,0,0,2023-10-23 17:03:18,34
0,1270,92,0,0,2,6,6,2,2,0,0,0,0,0,2023-10-23 17:05:18,22
0,836,276,1342,1342,0,0,0,0,0,2,2,0,2,4,2023-10-23 17:07:18,4
0,418,92,0,0,0,0,0,0,0,0,0,0,0,0,2023-10-23 17:09:18,8
0,284,414,1342,1342,2,0,0,0,0,2,2,4,2,0,2023-10-23 17:11:18,50
