<:OVERLAP:>,GetPressTestResult failed,getPressTestResult GetPressTestResult failed,processPressAutoTest getPressTestResult failed,Unnamed: 115,timestamp,unknown
0,0,0,0,0,2024-01-07 07:31:33,0
0,0,0,0,0,2024-01-07 07:33:33,0
0,0,0,0,0,2024-01-07 07:35:33,0
0,0,0,0,0,2024-01-07 07:37:33,0
0,0,0,0,0,2024-01-07 07:39:33,0
0,0,0,0,0,2024-01-07 07:41:33,0
0,0,0,0,0,2024-01-07 07:43:33,0
0,0,0,0,0,2024-01-07 07:45:33,0
0,0,0,0,0,2024-01-07 07:47:33,0
0,0,0,0,0,2024-01-07 07:49:33,0
0,0,0,0,0,2024-01-07 07:51:33,0
0,0,0,0,0,2024-01-07 07:53:33,0
0,0,0,0,0,2024-01-07 07:55:33,0
0,0,0,0,0,2024-01-07 07:57:33,0
0,0,0,0,0,2024-01-07 07:59:33,0
0,0,0,0,0,2024-01-07 08:01:33,0
0,0,0,0,0,2024-01-07 08:03:33,0
0,0,0,0,0,2024-01-07 08:05:33,0
0,0,0,0,0,2024-01-07 08:07:33,0
0,0,0,0,0,2024-01-07 08:09:33,0
0,0,0,0,0,2024-01-07 08:11:33,0
0,0,0,0,0,2024-01-07 08:13:33,0
0,0,0,0,0,2024-01-07 08:15:33,0
0,0,0,0,0,2024-01-07 08:17:33,0
0,0,0,0,0,2024-01-07 08:19:33,0
0,0,0,0,0,2024-01-07 08:21:33,0
0,0,0,0,0,2024-01-07 08:23:33,0
0,0,0,0,0,2024-01-07 08:25:33,0
0,0,0,0,0,2024-01-07 08:27:33,0
0,0,0,0,0,2024-01-07 08:29:33,0
0,0,0,0,0,2024-01-07 08:31:33,0
0,0,0,0,0,2024-01-07 08:33:33,0
0,0,0,0,0,2024-01-07 08:35:33,0
0,0,0,0,0,2024-01-07 08:37:33,0
0,0,0,0,0,2024-01-07 08:39:33,0
0,0,0,0,0,2024-01-07 08:41:33,0
0,0,0,0,0,2024-01-07 08:43:33,0
0,0,0,0,0,2024-01-07 08:45:33,0
0,0,0,0,0,2024-01-07 08:47:33,0
0,0,0,0,0,2024-01-07 08:49:33,0
0,0,0,0,0,2024-01-07 08:51:33,0
0,0,0,0,0,2024-01-07 08:53:33,0
0,0,0,0,0,2024-01-07 08:55:33,0
0,0,0,0,0,2024-01-07 08:57:33,0
0,0,0,0,0,2024-01-07 08:59:33,0
0,0,0,0,0,2024-01-07 09:01:33,0
0,0,0,0,0,2024-01-07 09:03:33,0
0,0,0,0,0,2024-01-07 09:05:33,0
0,0,0,0,0,2024-01-07 09:07:33,0
0,0,0,0,0,2024-01-07 09:09:33,0
0,0,0,0,0,2024-01-07 09:11:33,0
0,0,0,0,0,2024-01-07 09:13:33,0
0,0,0,0,0,2024-01-07 09:15:33,0
0,0,0,0,0,2024-01-07 09:17:33,0
0,0,0,0,0,2024-01-07 09:19:33,0
0,0,0,0,0,2024-01-07 09:21:33,0
0,0,0,0,0,2024-01-07 09:23:33,0
0,0,0,0,0,2024-01-07 09:25:33,0
0,0,0,0,0,2024-01-07 09:27:33,0
0,0,0,0,0,2024-01-07 09:29:33,0
0,0,0,0,0,2024-01-07 09:31:33,0
0,0,0,0,0,2024-01-07 09:33:33,0
0,0,0,0,0,2024-01-07 09:35:33,0
0,0,0,0,0,2024-01-07 09:37:33,0
0,0,0,0,0,2024-01-07 09:39:33,0
0,0,0,0,0,2024-01-07 09:41:33,0
0,0,0,0,0,2024-01-07 09:43:33,0
0,0,0,0,0,2024-01-07 09:45:33,0
0,0,0,0,0,2024-01-07 09:47:33,0
0,0,0,0,0,2024-01-07 09:49:33,0
0,0,0,0,0,2024-01-07 09:51:33,0
0,0,0,0,0,2024-01-07 09:53:33,0
0,0,0,0,0,2024-01-07 09:55:33,0
0,0,0,0,0,2024-01-07 09:57:33,0
4,0,0,0,48,2024-01-07 09:59:33,0
0,0,0,0,0,2024-01-07 10:01:33,0
0,0,0,0,0,2024-01-07 10:03:33,0
0,0,0,0,0,2024-01-07 10:05:33,0
0,0,0,0,0,2024-01-07 10:07:33,0
0,0,0,0,0,2024-01-07 10:09:33,0
0,0,0,0,0,2024-01-07 10:11:33,0
0,0,0,0,0,2024-01-07 10:13:33,0
0,0,0,0,0,2024-01-07 10:15:33,0
0,0,0,0,0,2024-01-07 10:17:33,0
0,0,0,0,0,2024-01-07 10:19:33,0
0,0,0,0,0,2024-01-07 10:21:33,0
0,0,0,0,0,2024-01-07 10:23:33,0
7,0,0,0,664,2024-01-07 10:25:33,10
0,0,0,0,0,2024-01-07 10:27:33,0
0,0,0,0,0,2024-01-07 10:29:33,0
0,0,0,0,0,2024-01-07 10:31:33,0
0,0,0,0,0,2024-01-07 10:33:33,0
0,0,0,0,0,2024-01-07 10:35:33,0
0,0,0,0,0,2024-01-07 10:37:33,0
0,0,0,0,0,2024-01-07 10:39:33,0
0,0,0,0,0,2024-01-07 10:41:33,0
0,0,0,0,0,2024-01-07 10:43:33,0
0,0,0,0,0,2024-01-07 10:45:33,0
0,0,0,0,0,2024-01-07 10:47:33,0
0,0,0,0,0,2024-01-07 10:49:33,0
0,0,0,0,0,2024-01-07 10:51:33,0
0,0,0,0,0,2024-01-07 10:53:33,0
0,0,0,0,0,2024-01-07 10:55:33,0
0,0,0,0,0,2024-01-07 10:57:33,0
0,0,0,0,0,2024-01-07 10:59:33,0
0,0,0,0,0,2024-01-07 11:01:33,0
0,0,0,0,0,2024-01-07 11:03:33,0
0,0,0,0,0,2024-01-07 11:05:33,0
0,0,0,0,0,2024-01-07 11:07:33,0
0,0,0,0,0,2024-01-07 11:09:33,0
0,0,0,0,0,2024-01-07 11:11:33,0
0,0,0,0,0,2024-01-07 11:13:33,0
0,0,0,0,0,2024-01-07 11:15:33,0
0,0,0,0,0,2024-01-07 11:17:33,0
0,0,0,0,0,2024-01-07 11:19:33,0
0,0,0,0,0,2024-01-07 11:21:33,0
0,0,0,0,0,2024-01-07 11:23:33,0
0,0,0,0,0,2024-01-07 11:25:33,0
0,0,0,0,0,2024-01-07 11:27:33,0
0,0,0,0,0,2024-01-07 11:29:33,0
0,0,0,0,0,2024-01-07 11:31:33,0
0,0,0,0,0,2024-01-07 11:33:33,0
0,0,0,0,0,2024-01-07 11:35:33,0
0,0,0,0,0,2024-01-07 11:37:33,0
0,0,0,0,0,2024-01-07 11:39:33,0
0,0,0,0,0,2024-01-07 11:41:33,0
0,0,0,0,0,2024-01-07 11:43:33,0
0,0,0,0,0,2024-01-07 11:45:33,0
0,0,0,0,0,2024-01-07 11:47:33,0
0,0,0,0,0,2024-01-07 11:49:33,0
0,0,0,0,0,2024-01-07 11:51:33,0
0,0,0,0,0,2024-01-07 11:53:33,0
0,0,0,0,0,2024-01-07 11:55:33,0
0,0,0,0,0,2024-01-07 11:57:33,0
0,0,0,0,0,2024-01-07 11:59:33,0
0,0,0,0,0,2024-01-07 12:01:33,0
0,0,0,0,0,2024-01-07 12:03:33,0
0,0,0,0,0,2024-01-07 12:05:33,0
0,0,0,0,0,2024-01-07 12:07:33,0
0,0,0,0,0,2024-01-07 12:09:33,0
0,0,0,0,0,2024-01-07 12:11:33,0
0,0,0,0,0,2024-01-07 12:13:33,0
0,0,0,0,0,2024-01-07 12:15:33,0
0,0,0,0,0,2024-01-07 12:17:33,0
0,0,0,0,0,2024-01-07 12:19:33,0
0,0,0,0,0,2024-01-07 12:21:33,0
0,0,0,0,0,2024-01-07 12:23:33,0
0,0,0,0,0,2024-01-07 12:25:33,0
6,0,0,0,72,2024-01-07 12:27:33,0
0,0,0,0,0,2024-01-07 12:29:33,0
0,0,0,0,0,2024-01-07 12:31:33,0
0,0,0,0,0,2024-01-07 12:33:33,0
0,0,0,0,0,2024-01-07 12:35:33,0
0,0,0,0,0,2024-01-07 12:37:33,0
0,0,0,0,0,2024-01-07 12:39:33,0
0,0,0,0,0,2024-01-07 12:41:33,0
0,0,0,0,0,2024-01-07 12:43:33,0
0,0,0,0,0,2024-01-07 12:45:33,0
0,0,0,0,0,2024-01-07 12:47:33,0
0,0,0,0,0,2024-01-07 12:49:33,0
0,0,0,0,0,2024-01-07 12:51:33,0
0,0,0,0,0,2024-01-07 12:53:33,0
0,0,0,0,0,2024-01-07 12:55:33,0
0,0,0,0,0,2024-01-07 12:57:33,0
0,0,0,0,0,2024-01-07 12:59:33,0
0,0,0,0,0,2024-01-07 13:01:33,0
0,0,0,0,0,2024-01-07 13:03:33,0
0,0,0,0,0,2024-01-07 13:05:33,0
0,0,0,0,0,2024-01-07 13:07:33,0
0,0,0,0,0,2024-01-07 13:09:33,0
0,0,0,0,0,2024-01-07 13:11:33,0
0,0,0,0,0,2024-01-07 13:13:33,0
0,0,0,0,0,2024-01-07 13:15:33,0
0,0,0,0,0,2024-01-07 13:17:33,0
0,0,0,0,0,2024-01-07 13:19:33,0
0,0,0,0,0,2024-01-07 13:21:33,0
0,0,0,0,0,2024-01-07 13:23:33,0
0,0,0,0,0,2024-01-07 13:25:33,0
0,0,0,0,0,2024-01-07 13:27:33,0
0,0,0,0,0,2024-01-07 13:29:33,0
0,0,0,0,0,2024-01-07 13:31:33,0
0,0,0,0,0,2024-01-07 13:33:33,0
0,0,0,0,0,2024-01-07 13:35:33,0
0,0,0,0,0,2024-01-07 13:37:33,0
0,0,0,0,0,2024-01-07 13:39:33,0
0,0,0,0,0,2024-01-07 13:41:33,0
0,0,0,0,0,2024-01-07 13:43:33,0
0,0,0,0,0,2024-01-07 13:45:33,0
0,0,0,0,0,2024-01-07 13:47:33,0
0,0,0,0,0,2024-01-07 13:49:33,0
0,0,0,0,0,2024-01-07 13:51:33,0
0,0,0,0,0,2024-01-07 13:53:33,0
0,0,0,0,0,2024-01-07 13:55:33,0
0,0,0,0,0,2024-01-07 13:57:33,0
0,0,0,0,0,2024-01-07 13:59:33,0
0,0,0,0,0,2024-01-07 14:01:33,0
0,0,0,0,0,2024-01-07 14:03:33,0
0,0,0,0,0,2024-01-07 14:05:33,0
0,0,0,0,0,2024-01-07 14:07:33,0
0,0,0,0,0,2024-01-07 14:09:33,0
0,0,0,0,0,2024-01-07 14:11:33,0
0,0,0,0,0,2024-01-07 14:13:33,0
0,0,0,0,0,2024-01-07 14:15:33,0
0,0,0,0,0,2024-01-07 14:17:33,0
0,0,0,0,0,2024-01-07 14:19:33,0
0,0,0,0,0,2024-01-07 14:21:33,0
0,0,0,0,0,2024-01-07 14:23:33,0
0,0,0,0,16,2024-01-07 14:25:33,1
0,0,0,0,0,2024-01-07 14:27:33,0
0,0,0,0,0,2024-01-07 14:29:33,0
0,0,0,0,0,2024-01-07 14:31:33,0
0,0,0,0,0,2024-01-07 14:33:33,0
0,0,0,0,0,2024-01-07 14:35:33,0
0,0,0,0,0,2024-01-07 14:37:33,0
0,0,0,0,0,2024-01-07 14:39:33,0
0,0,0,0,0,2024-01-07 14:41:33,0
0,0,0,0,16,2024-01-07 14:43:33,1
0,0,0,0,0,2024-01-07 14:45:33,0
0,0,0,0,0,2024-01-07 14:47:33,0
0,0,0,0,0,2024-01-07 14:49:33,0
0,0,0,0,0,2024-01-07 14:51:33,0
0,0,0,0,0,2024-01-07 14:53:33,0
0,0,0,0,0,2024-01-07 14:55:33,0
0,0,0,0,0,2024-01-07 14:57:33,0
0,0,0,0,0,2024-01-07 14:59:33,0
0,0,0,0,0,2024-01-07 15:01:33,0
0,0,0,0,0,2024-01-07 15:03:33,0
0,0,0,0,0,2024-01-07 15:05:33,0
0,0,0,0,17,2024-01-07 15:07:33,1
0,0,0,0,68,2024-01-07 15:09:33,4
0,0,0,0,0,2024-01-07 15:11:33,0
0,0,0,0,17,2024-01-07 15:13:33,1
0,0,0,0,157,2024-01-07 15:15:33,5
0,0,0,0,0,2024-01-07 15:17:33,0
0,0,0,0,0,2024-01-07 15:19:33,0
0,0,0,0,0,2024-01-07 15:21:33,0
0,0,0,0,16,2024-01-07 15:23:33,1
0,0,0,0,0,2024-01-07 15:25:33,0
0,0,0,0,0,2024-01-07 15:27:33,0
0,0,0,0,0,2024-01-07 15:29:33,0
0,0,0,0,0,2024-01-07 15:31:33,0
0,0,0,0,0,2024-01-07 15:33:33,0
0,0,0,0,0,2024-01-07 15:35:33,0
0,0,0,0,0,2024-01-07 15:37:33,0
0,0,0,0,0,2024-01-07 15:39:33,0
0,0,0,0,0,2024-01-07 15:41:33,0
0,0,0,0,0,2024-01-07 15:43:33,0
0,0,0,0,0,2024-01-07 15:45:33,0
0,0,0,0,0,2024-01-07 15:47:33,0
0,0,0,0,0,2024-01-07 15:49:33,0
0,0,0,0,0,2024-01-07 15:51:33,0
0,0,0,0,0,2024-01-07 15:53:33,0
0,0,0,0,0,2024-01-07 15:55:33,0
0,0,0,0,0,2024-01-07 15:57:33,0
0,0,0,0,0,2024-01-07 15:59:33,0
3,0,0,0,270,2024-01-07 16:01:33,6
0,0,0,0,0,2024-01-07 16:03:33,0
0,0,0,0,0,2024-01-07 16:05:33,0
0,0,0,0,0,2024-01-07 16:07:33,0
0,0,0,0,0,2024-01-07 16:09:33,0
0,0,0,0,0,2024-01-07 16:11:33,0
0,0,0,0,0,2024-01-07 16:13:33,0
0,0,0,0,0,2024-01-07 16:15:33,0
0,0,0,0,0,2024-01-07 16:17:33,0
0,0,0,0,0,2024-01-07 16:19:33,0
0,0,0,0,0,2024-01-07 16:21:33,0
0,0,0,0,0,2024-01-07 16:23:33,0
0,0,0,0,0,2024-01-07 16:25:33,0
0,0,0,0,0,2024-01-07 16:27:33,0
0,0,0,0,0,2024-01-07 16:29:33,0
0,0,0,0,0,2024-01-07 16:31:33,0
0,0,0,0,0,2024-01-07 16:33:33,0
0,0,0,0,0,2024-01-07 16:35:33,0
0,0,0,0,0,2024-01-07 16:37:33,0
0,0,0,0,0,2024-01-07 16:39:33,0
0,0,0,0,0,2024-01-07 16:41:33,0
0,0,0,0,0,2024-01-07 16:43:33,0
0,0,0,0,0,2024-01-07 16:45:33,0
0,0,0,0,0,2024-01-07 16:47:33,0
0,0,0,0,0,2024-01-07 16:49:33,0
0,0,0,0,0,2024-01-07 16:51:33,0
0,0,0,0,0,2024-01-07 16:53:33,0
0,0,0,0,0,2024-01-07 16:55:33,0
0,0,0,0,0,2024-01-07 16:57:33,0
0,0,0,0,0,2024-01-07 16:59:33,0
0,0,0,0,0,2024-01-07 17:01:33,0
0,0,0,0,0,2024-01-07 17:03:33,0
0,0,0,0,0,2024-01-07 17:05:33,0
0,0,0,0,0,2024-01-07 17:07:33,0
0,0,0,0,0,2024-01-07 17:09:33,0
0,0,0,0,0,2024-01-07 17:11:33,0
0,0,0,0,0,2024-01-07 17:13:33,0
0,0,0,0,0,2024-01-07 17:15:33,0
0,0,0,0,0,2024-01-07 17:17:33,0
0,0,0,0,0,2024-01-07 17:19:33,0
0,0,0,0,0,2024-01-07 17:21:33,0
0,0,0,0,0,2024-01-07 17:23:33,0
0,0,0,0,0,2024-01-07 17:25:33,0
0,0,0,0,0,2024-01-07 17:27:33,0
0,0,0,0,0,2024-01-07 17:29:33,0
0,0,0,0,0,2024-01-07 17:31:33,0
0,0,0,0,0,2024-01-07 17:33:33,0
0,0,0,0,0,2024-01-07 17:35:33,0
0,0,0,0,0,2024-01-07 17:37:33,0
0,0,0,0,0,2024-01-07 17:39:33,0
0,0,0,0,0,2024-01-07 17:41:33,0
0,0,0,0,0,2024-01-07 17:43:33,0
0,0,0,0,0,2024-01-07 17:45:33,0
0,0,0,0,142,2024-01-07 17:47:33,1
0,0,0,0,921,2024-01-07 17:49:33,20
0,0,0,0,269,2024-01-07 17:51:33,4
0,0,0,0,595,2024-01-07 17:53:33,12
0,0,0,0,1280,2024-01-07 17:55:33,26
0,0,0,0,595,2024-01-07 17:57:33,12
0,0,0,0,595,2024-01-07 17:59:33,12
0,0,0,0,453,2024-01-07 18:01:33,11
0,0,0,0,90,2024-01-07 18:03:33,2
0,0,0,0,0,2024-01-07 18:05:33,0
0,0,0,0,0,2024-01-07 18:07:33,0
0,0,0,0,0,2024-01-07 18:09:33,0
0,0,0,0,0,2024-01-07 18:11:33,0
0,0,0,0,0,2024-01-07 18:13:33,0
0,0,0,0,0,2024-01-07 18:15:33,0
0,0,0,0,0,2024-01-07 18:17:33,0
0,0,0,0,0,2024-01-07 18:19:33,0
0,0,0,0,0,2024-01-07 18:21:33,0
0,0,0,0,323,2024-01-07 18:23:33,6
0,0,0,0,0,2024-01-07 18:25:33,0
0,0,0,0,0,2024-01-07 18:27:33,0
0,0,0,0,142,2024-01-07 18:29:33,1
0,0,0,0,595,2024-01-07 18:31:33,12
0,0,0,0,595,2024-01-07 18:33:33,12
0,0,0,0,1190,2024-01-07 18:35:33,24
0,0,0,0,595,2024-01-07 18:37:33,12
0,0,0,0,685,2024-01-07 18:39:33,14
0,0,0,0,921,2024-01-07 18:41:33,20
0,0,0,0,864,2024-01-07 18:43:33,16
0,0,0,0,685,2024-01-07 18:45:33,14
0,0,0,0,595,2024-01-07 18:47:33,12
0,0,0,0,543,2024-01-07 18:49:33,13
0,0,0,0,0,2024-01-07 18:51:33,0
0,0,0,0,0,2024-01-07 18:53:33,0
0,0,0,0,0,2024-01-07 18:55:33,0
0,0,0,0,0,2024-01-07 18:57:33,0
0,0,0,0,0,2024-01-07 18:59:33,0
0,0,0,0,0,2024-01-07 19:01:33,0
0,0,0,0,0,2024-01-07 19:03:33,0
0,0,0,0,0,2024-01-07 19:05:33,0
0,0,0,0,0,2024-01-07 19:07:33,0
0,0,0,0,0,2024-01-07 19:09:33,0
0,0,0,0,0,2024-01-07 19:11:33,0
0,0,0,0,0,2024-01-07 19:13:33,0
0,0,0,0,0,2024-01-07 19:15:33,0
0,0,0,0,0,2024-01-07 19:17:33,0
0,0,0,0,0,2024-01-07 19:19:33,0
0,0,0,0,0,2024-01-07 19:21:33,0
0,0,0,0,0,2024-01-07 19:23:33,0
0,0,0,0,0,2024-01-07 19:25:33,0
0,0,0,0,0,2024-01-07 19:27:33,0
0,0,0,0,0,2024-01-07 19:29:33,0
0,0,0,0,0,2024-01-07 19:31:33,0
0,0,0,0,0,2024-01-07 19:33:33,0
0,0,0,0,0,2024-01-07 19:35:33,0
0,0,0,0,0,2024-01-07 19:37:33,0
0,0,0,0,0,2024-01-07 19:39:33,0
0,0,0,0,0,2024-01-07 19:41:33,0
0,0,0,0,0,2024-01-07 19:43:33,0
0,0,0,0,0,2024-01-07 19:45:33,0
0,0,0,0,0,2024-01-07 19:47:33,0
0,0,0,0,0,2024-01-07 19:49:33,0
0,0,0,0,0,2024-01-07 19:51:33,0
0,0,0,0,0,2024-01-07 19:53:33,0
0,0,0,0,0,2024-01-07 19:55:33,0
0,0,0,0,0,2024-01-07 19:57:33,0
0,0,0,0,142,2024-01-07 19:59:33,1
0,0,0,0,595,2024-01-07 20:01:33,12
0,0,0,0,595,2024-01-07 20:03:33,12
0,0,0,0,595,2024-01-07 20:05:33,12
0,0,0,0,543,2024-01-07 20:07:33,13
0,0,0,0,0,2024-01-07 20:09:33,0
0,0,0,0,0,2024-01-07 20:11:33,0
0,0,0,0,0,2024-01-07 20:13:33,0
0,0,0,0,0,2024-01-07 20:15:33,0
0,0,0,0,0,2024-01-07 20:17:33,0
0,0,0,0,0,2024-01-07 20:19:33,0
0,0,0,0,17,2024-01-07 20:21:33,1
0,0,0,0,0,2024-01-07 20:23:33,0
0,0,0,0,0,2024-01-07 20:25:33,0
0,2,1,1,135,2024-01-07 20:27:33,1
0,2,1,1,118,2024-01-07 20:29:33,0
0,2,1,1,118,2024-01-07 20:31:33,0
0,2,1,1,303,2024-01-07 20:33:33,5
0,4,2,2,236,2024-01-07 20:35:33,0
0,2,1,1,118,2024-01-07 20:37:33,0
0,2,1,1,118,2024-01-07 20:39:33,0
0,2,1,1,118,2024-01-07 20:41:33,0
0,2,1,1,118,2024-01-07 20:43:33,0
0,4,2,2,236,2024-01-07 20:45:33,0
0,2,1,1,118,2024-01-07 20:47:33,0
0,2,1,1,118,2024-01-07 20:49:33,0
0,2,1,1,118,2024-01-07 20:51:33,0
0,2,1,1,118,2024-01-07 20:53:33,0
0,2,1,1,118,2024-01-07 20:55:33,0
0,4,2,2,236,2024-01-07 20:57:33,0
0,2,1,1,118,2024-01-07 20:59:33,0
0,2,1,1,118,2024-01-07 21:01:33,0
0,2,1,1,118,2024-01-07 21:03:33,0
0,2,1,1,118,2024-01-07 21:05:33,0
0,4,2,2,236,2024-01-07 21:07:33,0
0,2,1,1,118,2024-01-07 21:09:33,0
0,2,1,1,118,2024-01-07 21:11:33,0
0,2,1,1,118,2024-01-07 21:13:33,0
0,2,1,1,118,2024-01-07 21:15:33,0
0,4,2,2,236,2024-01-07 21:17:33,0
0,2,1,1,118,2024-01-07 21:19:33,0
0,2,1,1,118,2024-01-07 21:21:33,0
0,2,1,1,118,2024-01-07 21:23:33,0
0,2,1,1,118,2024-01-07 21:25:33,0
0,4,2,2,236,2024-01-07 21:27:33,0
0,2,1,1,118,2024-01-07 21:29:33,0
0,2,1,1,118,2024-01-07 21:31:33,0
0,2,1,1,118,2024-01-07 21:33:33,0
0,4,2,2,236,2024-01-07 21:35:33,0
0,2,1,1,118,2024-01-07 21:37:33,0
0,2,1,1,118,2024-01-07 21:39:33,0
0,2,1,1,118,2024-01-07 21:41:33,0
0,2,1,1,118,2024-01-07 21:43:33,0
0,2,1,1,118,2024-01-07 21:45:33,0
0,4,2,2,236,2024-01-07 21:47:33,0
0,2,1,1,118,2024-01-07 21:49:33,0
0,2,1,1,118,2024-01-07 21:51:33,0
0,2,1,1,118,2024-01-07 21:53:33,0
0,2,1,1,118,2024-01-07 21:55:33,0
0,4,2,2,236,2024-01-07 21:57:33,0
0,2,1,1,118,2024-01-07 21:59:33,0
0,2,1,1,118,2024-01-07 22:01:33,0
0,2,1,1,118,2024-01-07 22:03:33,0
0,2,1,1,118,2024-01-07 22:05:33,0
0,4,2,2,236,2024-01-07 22:07:33,0
0,2,1,1,118,2024-01-07 22:09:33,0
0,2,1,1,118,2024-01-07 22:11:33,0
0,2,1,1,118,2024-01-07 22:13:33,0
0,2,1,1,118,2024-01-07 22:15:33,0
0,4,2,2,236,2024-01-07 22:17:33,0
0,2,1,1,118,2024-01-07 22:19:33,0
0,2,1,1,118,2024-01-07 22:21:33,0
0,2,1,1,118,2024-01-07 22:23:33,0
0,2,1,1,118,2024-01-07 22:25:33,0
0,2,1,1,118,2024-01-07 22:27:33,0
0,4,2,2,236,2024-01-07 22:29:33,0
0,2,1,1,118,2024-01-07 22:31:33,0
0,2,1,1,118,2024-01-07 22:33:33,0
0,2,1,1,118,2024-01-07 22:35:33,0
0,2,1,1,118,2024-01-07 22:37:33,0
0,4,2,2,236,2024-01-07 22:39:33,0
0,2,1,1,118,2024-01-07 22:41:33,0
0,2,1,1,118,2024-01-07 22:43:33,0
0,2,1,1,118,2024-01-07 22:45:33,0
0,2,1,1,118,2024-01-07 22:47:33,0
0,2,1,1,118,2024-01-07 22:49:33,0
0,4,2,2,236,2024-01-07 22:51:33,0
0,2,1,1,118,2024-01-07 22:53:33,0
0,2,1,1,118,2024-01-07 22:55:33,0
0,2,1,1,118,2024-01-07 22:57:33,0
0,2,1,1,118,2024-01-07 22:59:33,0
0,4,2,2,236,2024-01-07 23:01:33,0
0,2,1,1,118,2024-01-07 23:03:33,0
0,2,1,1,118,2024-01-07 23:05:33,0
0,2,1,1,118,2024-01-07 23:07:33,0
0,2,1,1,118,2024-01-07 23:09:33,0
0,2,1,1,118,2024-01-07 23:11:33,0
0,4,2,2,236,2024-01-07 23:13:33,0
0,2,1,1,118,2024-01-07 23:15:33,0
0,2,1,1,118,2024-01-07 23:17:33,0
0,2,1,1,118,2024-01-07 23:19:33,0
0,2,1,1,118,2024-01-07 23:21:33,0
0,4,2,2,236,2024-01-07 23:23:33,0
0,2,1,1,118,2024-01-07 23:25:33,0
0,2,1,1,118,2024-01-07 23:27:33,0
0,2,1,1,118,2024-01-07 23:29:33,0
0,2,1,1,118,2024-01-07 23:31:33,0
0,2,1,1,118,2024-01-07 23:33:33,0
0,4,2,2,236,2024-01-07 23:35:33,0
0,2,1,1,118,2024-01-07 23:37:33,0
0,2,1,1,118,2024-01-07 23:39:33,0
0,2,1,1,118,2024-01-07 23:41:33,0
0,2,1,1,118,2024-01-07 23:43:33,0
0,2,1,1,118,2024-01-07 23:45:33,0
0,4,2,2,236,2024-01-07 23:47:33,0
0,2,1,1,118,2024-01-07 23:49:33,0
0,2,1,1,118,2024-01-07 23:51:33,0
0,2,1,1,118,2024-01-07 23:53:33,0
0,2,1,1,118,2024-01-07 23:55:33,0
0,4,2,2,236,2024-01-07 23:57:33,0
0,2,1,1,118,2024-01-07 23:59:33,0
0,2,1,1,118,2024-01-08 00:01:33,0
0,2,1,1,118,2024-01-08 00:03:33,0
0,2,1,1,118,2024-01-08 00:05:33,0
0,2,1,1,118,2024-01-08 00:07:33,0
0,4,2,2,236,2024-01-08 00:09:33,0
0,2,1,1,118,2024-01-08 00:11:33,0
0,2,1,1,118,2024-01-08 00:13:33,0
0,2,1,1,134,2024-01-08 00:15:33,1
0,2,1,1,118,2024-01-08 00:17:33,0
0,4,2,2,236,2024-01-08 00:19:33,0
0,2,1,1,118,2024-01-08 00:21:33,0
0,2,1,1,118,2024-01-08 00:23:33,0
0,2,1,1,118,2024-01-08 00:25:33,0
0,2,1,1,118,2024-01-08 00:27:33,0
0,2,1,1,118,2024-01-08 00:29:33,0
0,4,2,2,236,2024-01-08 00:31:33,0
0,2,1,1,118,2024-01-08 00:33:33,0
0,2,1,1,118,2024-01-08 00:35:33,0
0,2,1,1,118,2024-01-08 00:37:33,0
0,2,1,1,118,2024-01-08 00:39:33,0
0,4,2,2,236,2024-01-08 00:41:33,0
0,2,1,1,118,2024-01-08 00:43:33,0
0,2,1,1,118,2024-01-08 00:45:33,0
0,2,1,1,118,2024-01-08 00:47:33,0
0,2,1,1,118,2024-01-08 00:49:33,0
0,2,1,1,118,2024-01-08 00:51:33,0
0,4,2,2,236,2024-01-08 00:53:33,0
0,2,1,1,118,2024-01-08 00:55:33,0
0,2,1,1,118,2024-01-08 00:57:33,0
0,2,1,1,118,2024-01-08 00:59:33,0
0,2,1,1,118,2024-01-08 01:01:33,0
0,2,1,1,118,2024-01-08 01:03:33,0
0,4,2,2,236,2024-01-08 01:05:33,0
0,2,1,1,793,2024-01-08 01:07:33,22
0,2,1,1,489,2024-01-08 01:09:33,21
0,2,1,1,1125,2024-01-08 01:11:33,57
0,2,1,1,1267,2024-01-08 01:13:33,63
0,4,2,2,554,2024-01-08 01:15:33,18
0,2,1,1,475,2024-01-08 01:17:33,4
0,2,1,1,832,2024-01-08 01:19:33,8
0,2,1,1,118,2024-01-08 01:21:33,0
0,2,1,1,118,2024-01-08 01:23:33,0
0,2,1,1,118,2024-01-08 01:25:33,0
0,4,2,2,236,2024-01-08 01:27:33,0
0,2,1,1,118,2024-01-08 01:29:33,0
0,2,1,1,118,2024-01-08 01:31:33,0
0,2,1,1,118,2024-01-08 01:33:33,0
0,2,1,1,118,2024-01-08 01:35:33,0
0,2,1,1,118,2024-01-08 01:37:33,0
0,4,2,2,236,2024-01-08 01:39:33,0
0,2,1,1,118,2024-01-08 01:41:33,0
0,2,1,1,118,2024-01-08 01:43:33,0
0,2,1,1,118,2024-01-08 01:45:33,0
0,2,1,1,118,2024-01-08 01:47:33,0
0,4,2,2,236,2024-01-08 01:49:33,0
0,2,1,1,118,2024-01-08 01:51:33,0
0,2,1,1,118,2024-01-08 01:53:33,0
0,2,1,1,118,2024-01-08 01:55:33,0
0,2,1,1,118,2024-01-08 01:57:33,0
0,2,1,1,118,2024-01-08 01:59:33,0
0,4,2,2,236,2024-01-08 02:01:33,0
