[isEqualDirectSuperior] fanwei Employee not exist in yid,"isEqualDirectSuperior failed, err=fanweiEmployee not exist in yid",the employee does not exist,not find dictionary type=<:NUM:>,AuthSessionVali<:updateFanweiEmployee failed:>,"[securitySessionCheck] GetSecuritySessionFromReq failed, err=securecookie: expired timestamp [trace.id=<:SEQ:> <:transactionID:> <:spanID:>",[securitySessionCheck] CreatAndSaveSessio<:updateFanweiEmployee failed:>,[getOtpKey] <:*:> failed:>,[GetWeChatUserInfo] GetWeChatUserInf<:updateFanweiEmployee failed:>,sync <:*:>,"[SimplePost] failed, <:ERRORPost:>",no employee,[UpdateEmployee] <:SimplePos<:updateFanweiEmployee failed:>,"[updateFanweiEmployee] failed, <:updateEmployeeData:>",<:SimplePos<:updateFanweiEmployee failed:>,can't find addEmp from updateEmp and empMapTo,timestamp,unknown
996,996,1027,230,2,1,1,1,1,1,1,2,1,1,1,1,2024-04-16 08:01:22,26
0,0,1017,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:03:22,0
0,0,1025,115,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-16 08:05:22,0
996,996,924,92,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 08:07:22,0
0,0,696,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:09:22,0
996,996,796,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 08:11:22,24
0,0,1197,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 08:13:22,2
0,0,1219,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:15:22,0
996,996,1109,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 08:17:22,0
0,0,1006,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:19:22,0
996,996,1011,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-16 08:21:22,28
0,0,1016,92,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-16 08:23:22,0
0,0,1047,46,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:25:22,0
996,996,937,138,2,2,2,3,3,0,1,1,1,1,1,0,2024-04-16 08:27:22,0
0,0,993,46,2,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:29:22,0
996,996,1008,207,0,1,1,0,0,1,1,0,1,1,1,1,2024-04-16 08:31:22,26
0,0,960,92,3,3,3,1,1,0,0,2,0,0,0,0,2024-04-16 08:33:22,2
0,0,1045,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:35:22,0
996,996,915,138,2,1,1,0,0,0,1,1,1,1,1,0,2024-04-16 08:37:22,0
0,0,987,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:39:22,0
981,980,1049,207,0,0,0,0,0,1,0,1,0,0,0,1,2024-04-16 08:41:22,26
15,16,1001,115,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 08:43:22,0
996,996,1028,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-16 08:45:22,0
0,0,947,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 08:47:22,0
0,0,930,69,2,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:49:22,0
996,996,1012,207,0,1,1,0,0,1,1,1,1,1,1,1,2024-04-16 08:51:22,24
0,0,965,115,2,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 08:53:22,2
996,996,1028,69,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 08:55:22,0
0,0,936,115,1,2,2,0,0,0,1,1,1,1,1,0,2024-04-16 08:57:22,2
0,0,1005,46,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-16 08:59:22,0
996,996,1229,253,4,1,1,4,4,1,1,0,1,1,1,1,2024-04-16 09:01:22,876
0,0,1033,92,1,1,1,0,0,0,0,2,0,0,0,0,2024-04-16 09:03:22,0
0,0,1038,46,3,2,2,1,1,0,0,0,0,0,0,0,2024-04-16 09:05:22,0
996,996,917,138,6,3,3,2,2,0,1,1,1,1,1,0,2024-04-16 09:07:22,0
0,0,1014,46,5,0,0,2,2,0,0,0,0,0,0,0,2024-04-16 09:09:22,0
996,996,989,207,13,3,3,4,4,1,1,1,1,1,1,1,2024-04-16 09:11:22,26
0,0,1030,92,4,2,2,1,1,0,0,1,0,0,0,0,2024-04-16 09:13:22,10
0,0,1052,46,7,2,2,3,3,0,0,0,0,0,0,0,2024-04-16 09:15:22,1
996,996,937,115,3,2,2,4,4,0,1,1,1,1,1,0,2024-04-16 09:17:22,3
0,0,1000,69,2,3,3,2,2,0,0,0,0,0,0,0,2024-04-16 09:19:22,0
996,996,993,207,3,2,2,2,2,1,1,1,1,1,1,1,2024-04-16 09:21:22,26
0,0,1029,115,16,3,3,3,3,0,0,1,0,0,0,0,2024-04-16 09:23:22,0
0,0,1004,92,6,3,3,5,5,0,0,0,0,0,0,0,2024-04-16 09:25:22,0
996,996,975,115,7,3,3,3,3,0,1,1,1,1,1,0,2024-04-16 09:27:22,0
0,0,989,46,7,4,4,8,8,0,0,0,0,0,0,0,2024-04-16 09:29:22,0
996,996,1025,207,11,7,7,7,7,1,1,1,1,1,1,1,2024-04-16 09:31:22,29
0,0,973,115,11,5,5,5,5,0,0,1,0,0,0,0,2024-04-16 09:33:22,2
0,0,1092,46,8,5,5,3,3,0,0,0,0,0,0,0,2024-04-16 09:35:22,0
996,996,912,138,12,5,5,10,10,0,1,1,1,1,1,0,2024-04-16 09:37:22,2
0,0,990,46,14,10,10,13,13,0,0,0,0,0,0,0,2024-04-16 09:39:22,0
996,996,1027,230,27,18,18,19,19,1,1,0,1,1,1,1,2024-04-16 09:41:22,28
0,0,993,92,16,10,10,14,14,0,0,2,0,0,0,0,2024-04-16 09:43:22,1
0,0,1065,46,28,16,16,13,13,0,0,0,0,0,0,0,2024-04-16 09:45:22,0
996,996,944,138,23,15,15,13,13,0,1,1,1,1,1,0,2024-04-16 09:47:22,3
0,0,986,46,18,12,12,16,16,0,0,0,0,0,0,0,2024-04-16 09:49:22,0
996,996,1051,184,16,12,12,12,12,1,1,1,1,1,1,1,2024-04-16 09:51:22,37
0,0,993,115,24,11,12,16,16,0,0,1,0,0,0,0,2024-04-16 09:53:22,1
0,0,1075,46,27,15,15,17,17,0,0,0,0,0,0,0,2024-04-16 09:55:22,2
996,996,944,138,18,15,15,13,13,0,1,1,1,1,1,0,2024-04-16 09:57:22,4
0,0,1011,46,20,14,14,17,17,0,0,0,0,0,0,0,2024-04-16 09:59:22,1
996,996,1005,253,32,15,15,12,12,1,0,1,0,0,0,1,2024-04-16 10:01:22,2439
0,0,1030,115,30,22,22,31,31,0,1,1,1,1,1,0,2024-04-16 10:03:22,4
0,0,1068,115,24,20,20,21,21,0,0,0,0,0,0,0,2024-04-16 10:05:22,0
996,996,932,92,46,28,28,25,25,0,1,1,1,1,1,0,2024-04-16 10:07:22,12
0,0,1019,23,26,18,18,26,26,0,0,0,0,0,0,0,2024-04-16 10:09:22,6
996,996,997,230,18,12,12,18,18,1,1,1,1,1,1,1,2024-04-16 10:11:22,24
0,0,1023,115,17,12,12,15,15,0,0,1,0,0,0,0,2024-04-16 10:13:22,98
0,0,1052,46,14,8,8,9,9,0,0,0,0,0,0,0,2024-04-16 10:15:22,1
996,996,1009,138,15,8,8,10,10,0,1,1,1,1,1,0,2024-04-16 10:17:22,4
0,0,1028,46,19,13,13,8,8,0,0,0,0,0,0,0,2024-04-16 10:19:22,1
996,996,968,207,16,7,7,11,11,1,1,0,1,1,1,1,2024-04-16 10:21:22,33
0,0,1081,115,25,12,12,11,11,0,0,2,0,0,0,0,2024-04-16 10:23:22,1
0,0,1032,46,12,8,8,7,7,0,0,0,0,0,0,0,2024-04-16 10:25:22,2
996,996,545,138,8,3,3,3,3,0,1,1,1,1,1,0,2024-04-16 10:27:22,22
0,0,535,46,21,5,5,9,9,0,0,0,0,0,0,0,2024-04-16 10:29:22,0
996,996,540,253,6,6,6,7,7,1,1,0,1,1,1,1,2024-04-16 10:31:22,37
0,0,729,69,8,5,5,3,3,0,0,2,0,0,0,0,2024-04-16 10:33:22,3
0,0,835,46,9,3,3,4,4,0,0,1,0,0,0,0,2024-04-16 10:35:22,0
996,996,687,115,3,2,2,1,1,0,1,0,1,1,1,0,2024-04-16 10:37:22,0
0,0,793,46,6,5,5,7,7,0,0,0,0,0,0,0,2024-04-16 10:39:22,2
996,996,865,207,7,4,4,4,4,1,1,1,1,1,1,1,2024-04-16 10:41:22,26
0,0,764,115,18,9,9,12,12,0,0,1,0,0,0,0,2024-04-16 10:43:22,0
0,0,581,46,4,6,6,2,2,0,0,0,0,0,0,0,2024-04-16 10:45:22,2
996,996,412,138,8,4,4,4,4,0,1,1,1,1,1,0,2024-04-16 10:47:22,4
0,0,610,46,6,4,4,3,3,0,0,0,0,0,0,0,2024-04-16 10:49:22,1
996,996,652,230,10,6,6,8,8,1,1,1,1,1,1,1,2024-04-16 10:51:22,31
0,0,703,115,5,4,4,2,2,0,0,1,0,0,0,0,2024-04-16 10:53:22,6
0,0,557,46,4,4,4,2,2,0,0,0,0,0,0,0,2024-04-16 10:55:22,4
996,996,444,138,7,4,4,3,3,0,1,1,1,1,1,0,2024-04-16 10:57:22,3
0,0,923,23,9,3,3,0,0,0,0,0,0,0,0,0,2024-04-16 10:59:22,0
996,996,1296,230,4,5,5,5,5,1,1,1,1,1,1,1,2024-04-16 11:01:22,36
0,0,1342,115,14,6,6,3,3,0,0,1,0,0,0,0,2024-04-16 11:03:22,2
0,0,879,46,2,4,4,4,4,0,0,0,0,0,0,0,2024-04-16 11:05:22,0
996,996,1062,138,7,5,5,8,8,0,1,1,1,1,1,0,2024-04-16 11:07:22,2
0,0,991,46,2,3,3,2,2,0,0,0,0,0,0,0,2024-04-16 11:09:22,0
996,996,873,230,1,3,3,1,1,1,1,0,1,1,1,1,2024-04-16 11:11:22,29
0,0,515,92,8,4,4,4,4,0,0,2,0,0,0,0,2024-04-16 11:13:22,2
0,0,577,69,4,3,3,2,2,0,0,0,0,0,0,0,2024-04-16 11:15:22,6
996,996,453,115,8,3,3,3,3,0,1,1,1,1,1,0,2024-04-16 11:17:22,2
0,0,474,46,3,2,2,1,1,0,0,0,0,0,0,0,2024-04-16 11:19:22,24
996,996,815,253,3,2,2,1,1,1,1,0,1,1,1,1,2024-04-16 11:21:22,31
0,0,564,69,4,2,2,1,1,0,0,2,0,0,0,0,2024-04-16 11:23:22,0
0,0,650,46,9,4,4,6,6,0,0,0,0,0,0,0,2024-04-16 11:25:22,0
996,996,435,138,1,2,2,1,1,0,1,1,1,1,1,0,2024-04-16 11:27:22,0
0,0,532,23,2,3,3,3,3,0,0,0,0,0,0,0,2024-04-16 11:29:22,0
996,996,809,207,1,1,1,1,1,1,1,1,1,1,1,1,2024-04-16 11:31:22,26
0,0,891,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 11:33:22,0
0,0,862,46,2,1,1,1,1,0,0,0,0,0,0,0,2024-04-16 11:35:22,0
996,996,473,138,4,2,2,2,2,0,1,1,1,1,1,0,2024-04-16 11:37:22,2
0,0,480,46,6,2,2,3,3,0,0,0,0,0,0,0,2024-04-16 11:39:22,2
996,996,540,207,10,4,4,2,2,1,1,1,1,1,1,1,2024-04-16 11:41:22,24
0,0,817,115,2,2,2,1,1,0,0,1,0,0,0,0,2024-04-16 11:43:22,2
0,0,925,92,5,5,5,7,7,0,0,0,0,0,0,0,2024-04-16 11:45:22,5
996,996,681,115,4,2,2,3,3,0,1,1,1,1,1,0,2024-04-16 11:47:22,2
0,0,808,23,2,1,1,4,4,0,0,0,0,0,0,0,2024-04-16 11:49:22,0
996,996,782,230,1,1,1,1,1,1,1,1,1,1,1,1,2024-04-16 11:51:22,24
0,0,857,115,0,0,0,1,1,0,0,1,0,0,0,0,2024-04-16 11:53:22,2
996,996,744,69,5,1,1,1,1,0,0,0,0,0,0,0,2024-04-16 11:55:22,4
0,0,587,115,3,2,2,1,1,0,1,1,1,1,1,0,2024-04-16 11:57:22,0
0,0,900,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 11:59:22,0
996,996,704,253,4,2,2,0,0,1,1,0,1,1,1,1,2024-04-16 12:01:22,876
0,0,786,92,0,1,1,2,2,0,0,2,0,0,0,0,2024-04-16 12:03:22,0
0,0,889,46,5,1,1,1,1,0,0,0,0,0,0,0,2024-04-16 12:05:22,0
996,996,648,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 12:07:22,5
0,0,652,46,1,1,1,2,2,0,0,0,0,0,0,0,2024-04-16 12:09:22,0
996,996,664,253,1,1,1,0,0,1,1,0,1,1,1,1,2024-04-16 12:11:22,26
0,0,540,69,1,0,0,0,0,0,0,2,0,0,0,0,2024-04-16 12:13:22,0
0,0,546,46,0,1,1,0,0,0,0,1,0,0,0,0,2024-04-16 12:15:22,0
996,996,451,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-16 12:17:22,0
0,0,648,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 12:19:22,0
996,996,1018,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 12:21:22,26
0,0,698,138,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 12:23:22,0
0,0,909,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 12:25:22,0
996,996,992,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 12:27:22,0
0,0,634,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 12:29:22,0
996,996,541,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 12:31:22,24
0,0,528,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 12:33:22,4
0,0,554,46,3,2,2,2,2,0,0,0,0,0,0,0,2024-04-16 12:35:22,0
996,996,920,138,1,1,1,0,0,0,1,1,1,1,1,0,2024-04-16 12:37:22,2
0,0,814,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 12:39:22,0
996,996,826,230,2,0,0,1,1,1,1,0,1,1,1,1,2024-04-16 12:41:22,26
0,0,834,92,0,0,0,0,0,0,0,2,0,0,0,0,2024-04-16 12:43:22,0
0,0,671,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 12:45:22,0
996,996,569,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 12:47:22,0
0,0,519,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 12:49:22,0
996,996,544,207,0,0,0,0,0,1,0,0,0,0,0,1,2024-04-16 12:51:22,26
0,0,538,115,0,0,0,0,0,0,1,2,1,1,1,0,2024-04-16 12:53:22,0
0,0,810,23,1,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 12:55:22,0
996,996,586,138,0,1,1,1,1,0,1,0,1,1,1,0,2024-04-16 12:57:22,0
0,0,833,46,1,1,1,0,0,0,0,0,0,0,0,0,2024-04-16 12:59:22,0
996,996,843,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 13:01:22,26
0,0,758,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 13:03:22,0
996,996,899,115,0,0,0,0,0,0,1,0,1,1,1,0,2024-04-16 13:05:22,0
0,0,608,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 13:07:22,2
0,0,767,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 13:09:22,0
996,996,956,207,2,1,1,0,0,1,1,1,1,1,1,1,2024-04-16 13:11:22,24
0,0,731,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 13:13:22,2
0,0,832,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 13:15:22,0
996,996,803,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 13:17:22,0
0,0,1270,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 13:19:22,0
996,996,1831,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-16 13:21:22,26
0,0,1846,92,1,0,0,2,2,0,0,2,0,0,0,0,2024-04-16 13:23:22,2
0,0,1967,46,1,0,0,1,1,0,0,0,0,0,0,0,2024-04-16 13:25:22,0
996,996,1662,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 13:27:22,0
0,0,1924,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 13:29:22,0
996,996,1922,253,4,1,1,1,1,1,1,0,1,1,1,1,2024-04-16 13:31:22,28
0,0,1866,69,1,0,0,0,0,0,0,2,0,0,0,0,2024-04-16 13:33:22,0
0,0,1368,46,1,1,1,1,1,0,0,1,0,0,0,0,2024-04-16 13:35:22,0
996,996,1700,138,1,1,1,1,1,0,1,0,1,1,1,0,2024-04-16 13:37:22,0
0,0,1854,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 13:39:22,0
996,996,2029,207,0,0,0,1,1,1,1,1,1,1,1,1,2024-04-16 13:41:22,26
0,0,2027,115,5,6,6,3,3,0,0,1,0,0,0,0,2024-04-16 13:43:22,4
0,0,2061,46,1,2,2,3,3,0,0,0,0,0,0,0,2024-04-16 13:45:22,2
996,996,1958,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 13:47:22,0
0,0,1981,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 13:49:22,2
996,996,2031,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 13:51:22,24
0,0,2074,92,1,1,1,1,1,0,0,1,0,0,0,0,2024-04-16 13:53:22,2
0,0,2000,46,3,1,1,2,2,0,0,0,0,0,0,0,2024-04-16 13:55:22,0
996,996,1948,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 13:57:22,0
0,0,2098,46,12,4,4,3,3,0,0,0,0,0,0,0,2024-04-16 13:59:22,0
996,996,1998,207,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-16 14:01:22,25
0,0,2009,115,1,2,2,0,0,0,0,2,0,0,0,0,2024-04-16 14:03:22,4
0,0,2038,69,2,3,3,0,0,0,0,0,0,0,0,0,2024-04-16 14:05:22,2
996,996,1902,115,1,1,1,1,1,0,1,1,1,1,1,0,2024-04-16 14:07:22,0
0,0,2067,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 14:09:22,0
950,950,2035,207,3,2,2,1,1,0,0,0,0,0,0,0,2024-04-16 14:11:22,2
46,46,2049,115,1,1,1,1,1,1,1,2,1,1,1,1,2024-04-16 14:13:22,24
996,996,1889,69,1,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 14:15:22,0
0,0,747,92,0,1,1,0,0,0,0,0,0,0,0,0,2024-04-16 14:17:22,2
0,0,809,46,2,1,1,2,2,0,0,0,0,0,0,0,2024-04-16 14:19:22,0
996,996,1848,207,5,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 14:21:22,26
0,0,1905,115,8,1,1,1,1,0,0,1,0,0,0,0,2024-04-16 14:23:22,0
0,0,1745,46,0,1,1,2,2,0,0,0,0,0,0,0,2024-04-16 14:25:22,0
996,996,1690,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 14:27:22,0
0,0,1837,46,1,1,1,2,2,0,0,0,0,0,0,0,2024-04-16 14:29:22,0
996,996,1117,230,7,1,1,2,2,1,1,1,1,1,1,1,2024-04-16 14:31:22,24
0,0,503,92,1,1,1,1,1,0,0,1,0,0,0,0,2024-04-16 14:33:22,4
0,0,577,69,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 14:35:22,8
996,996,676,115,4,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 14:37:22,0
0,0,1618,69,4,2,2,3,3,0,0,0,0,0,0,0,2024-04-16 14:39:22,0
996,996,1611,207,1,1,1,2,2,1,1,1,1,1,1,1,2024-04-16 14:41:22,24
0,0,1592,115,1,1,1,1,1,0,0,1,0,0,0,0,2024-04-16 14:43:22,2
0,0,1090,69,0,1,1,1,1,0,0,0,0,0,0,0,2024-04-16 14:45:22,0
996,996,907,115,4,2,2,3,3,0,1,1,1,1,1,0,2024-04-16 14:47:22,1
0,0,1073,46,2,0,0,2,2,0,0,0,0,0,0,0,2024-04-16 14:49:22,1
996,996,1032,253,0,0,0,1,1,1,1,0,1,1,1,1,2024-04-16 14:51:22,27
0,0,1042,69,3,1,1,1,1,0,0,1,0,0,0,0,2024-04-16 14:53:22,2
0,0,1077,46,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 14:55:22,0
996,996,956,138,2,1,1,2,2,0,1,1,1,1,1,0,2024-04-16 14:57:22,0
0,0,1097,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 14:59:22,0
996,996,1125,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 15:01:22,876
0,0,984,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 15:03:22,0
0,0,1104,46,2,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 15:05:22,2
996,996,996,138,2,2,2,5,5,0,1,1,1,1,1,0,2024-04-16 15:07:22,0
0,0,1046,46,1,1,1,1,1,0,0,0,0,0,0,0,2024-04-16 15:09:22,0
996,996,1103,230,2,2,2,2,2,1,1,1,1,1,1,1,2024-04-16 15:11:22,24
0,0,1024,115,7,1,1,2,2,0,0,0,0,0,0,0,2024-04-16 15:13:22,2
0,0,1110,46,4,1,1,0,0,0,0,1,0,0,0,0,2024-04-16 15:15:22,0
996,996,966,138,0,1,1,1,1,0,1,1,1,1,1,0,2024-04-16 15:17:22,0
0,0,1079,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 15:19:22,0
996,996,1076,184,0,0,0,0,0,1,0,0,0,0,0,1,2024-04-16 15:21:22,24
0,0,1043,138,1,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 15:23:22,2
0,0,1073,69,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 15:25:22,0
996,996,969,115,3,1,1,2,2,0,1,1,1,1,1,0,2024-04-16 15:27:22,0
0,0,1007,46,0,4,4,0,0,0,0,0,0,0,0,0,2024-04-16 15:29:22,4
996,996,1061,253,1,1,1,1,1,1,1,0,1,1,1,1,2024-04-16 15:31:22,26
0,0,1040,69,3,1,1,0,0,0,0,1,0,0,0,0,2024-04-16 15:33:22,0
996,996,1057,69,3,4,4,2,2,0,1,1,1,1,1,0,2024-04-16 15:35:22,2
0,0,977,115,1,1,1,0,0,0,0,1,0,0,0,0,2024-04-16 15:37:22,0
0,0,1022,23,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 15:39:22,0
996,996,1070,207,1,2,2,0,0,1,1,1,1,1,1,1,2024-04-16 15:41:22,30
0,0,1002,115,1,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 15:43:22,0
215,215,1090,69,1,3,3,0,0,0,0,1,0,0,0,0,2024-04-16 15:45:22,4
781,781,947,115,0,0,0,1,1,0,1,1,1,1,1,0,2024-04-16 15:47:22,0
0,0,1036,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 15:49:22,0
996,996,1046,253,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 15:51:22,24
0,0,1039,92,4,0,0,3,3,0,0,0,0,0,0,0,2024-04-16 15:53:22,3
0,0,1073,46,0,0,0,1,1,0,0,1,0,0,0,0,2024-04-16 15:55:22,1
996,996,977,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 15:57:22,0
0,0,1025,46,0,0,0,2,2,0,0,0,0,0,0,0,2024-04-16 15:59:22,0
996,996,1054,253,2,2,2,3,3,1,1,0,1,1,1,1,2024-04-16 16:01:22,2438
0,0,1035,115,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 16:03:22,2
0,0,1089,69,2,2,2,4,4,0,0,1,0,0,0,0,2024-04-16 16:05:22,3
996,996,991,115,1,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 16:07:22,0
0,0,1077,46,6,3,3,4,4,0,0,0,0,0,0,0,2024-04-16 16:09:22,0
996,996,1058,253,12,4,4,6,6,1,1,0,1,1,1,1,2024-04-16 16:11:22,26
0,0,1045,69,1,1,1,2,2,0,0,1,0,0,0,0,2024-04-16 16:13:22,2
0,0,1103,46,0,0,0,1,1,0,0,2,0,0,0,0,2024-04-16 16:15:22,0
996,996,963,115,1,1,1,1,1,0,1,0,1,1,1,0,2024-04-16 16:17:22,0
0,0,1033,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 16:19:22,0
996,996,1064,207,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 16:21:22,26
0,0,1041,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 16:23:22,0
0,0,1079,46,1,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 16:25:22,0
996,996,918,138,0,1,1,1,1,0,1,1,1,1,1,0,2024-04-16 16:27:22,0
0,0,1062,46,3,2,2,1,1,0,0,0,0,0,0,0,2024-04-16 16:29:22,2
996,996,1037,253,0,0,0,1,1,1,1,1,1,1,1,1,2024-04-16 16:31:22,25
0,0,1030,92,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 16:33:22,2
0,0,1023,46,6,2,2,2,2,0,0,1,0,0,0,0,2024-04-16 16:35:22,0
996,996,974,138,1,1,1,0,0,0,1,1,1,1,1,0,2024-04-16 16:37:22,0
0,0,1042,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 16:39:22,0
996,996,1037,230,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-16 16:41:22,28
0,0,1022,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 16:43:22,0
0,0,1073,46,3,1,1,2,2,0,0,1,0,0,0,0,2024-04-16 16:45:22,0
996,996,946,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 16:47:22,3
0,0,988,46,1,1,1,2,2,0,0,0,0,0,0,0,2024-04-16 16:49:22,0
996,996,1070,253,0,0,0,0,0,1,1,0,1,1,1,1,2024-04-16 16:51:22,26
0,0,1049,69,2,1,1,2,2,0,0,1,0,0,0,0,2024-04-16 16:53:22,0
996,996,1122,69,5,2,2,4,4,0,0,1,0,0,0,0,2024-04-16 16:55:22,1
0,0,922,115,1,2,2,2,2,0,1,1,1,1,1,0,2024-04-16 16:57:22,3
0,0,1032,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 16:59:22,0
996,996,1088,184,0,0,0,0,0,1,1,1,1,1,1,1,2024-04-16 17:01:22,26
0,0,972,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 17:03:22,0
0,0,974,46,2,1,1,1,1,0,0,1,0,0,0,0,2024-04-16 17:05:22,0
996,996,591,138,0,0,0,0,0,0,1,1,1,1,1,0,2024-04-16 17:07:22,0
0,0,788,46,3,2,2,1,1,0,0,0,0,0,0,0,2024-04-16 17:09:22,0
996,996,864,207,3,3,3,3,3,1,1,1,1,1,1,1,2024-04-16 17:11:22,28
0,0,760,115,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 17:13:22,0
0,0,806,92,0,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 17:15:22,0
996,996,669,115,1,1,1,1,1,0,1,1,1,1,1,0,2024-04-16 17:17:22,2
0,0,518,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 17:19:22,0
996,996,543,184,1,0,0,1,1,1,1,1,1,1,1,1,2024-04-16 17:21:22,24
0,0,783,138,0,0,0,2,2,0,0,0,0,0,0,0,2024-04-16 17:23:22,2
0,0,790,46,1,0,0,0,0,0,0,1,0,0,0,0,2024-04-16 17:25:22,0
996,996,747,138,2,1,1,0,0,0,1,1,1,1,1,0,2024-04-16 17:27:22,0
0,0,527,46,0,0,0,0,0,0,0,0,0,0,0,0,2024-04-16 17:29:22,0
