<:OVERLAP:>,ExecShAndOutput <:*:> cmd return code is <:*:>,timestamp,unknown
3,4,2023-08-09 15:24:37,19
0,0,2023-08-09 15:26:37,6
3,1,2023-08-09 15:28:37,1
0,0,2023-08-09 15:30:37,11
6,0,2023-08-09 15:32:37,16
0,0,2023-08-09 15:34:37,6
0,0,2023-08-09 15:36:37,2
0,2,2023-08-09 15:38:37,5
0,2,2023-08-09 15:40:37,1
54,4,2023-08-09 15:42:37,30
241,1,2023-08-09 15:44:37,57
159,1,2023-08-09 15:46:37,45
0,1,2023-08-09 15:48:37,9
102,0,2023-08-09 15:50:37,32
2,1,2023-08-09 15:52:37,19
54,3,2023-08-09 15:54:37,32
0,3,2023-08-09 15:56:37,2
0,1,2023-08-09 15:58:37,5
8,3,2023-08-09 16:00:37,15
15,3,2023-08-09 16:02:37,25
34,3,2023-08-09 16:04:37,52
16,2,2023-08-09 16:06:37,16
36,5,2023-08-09 16:08:37,48
0,2,2023-08-09 16:10:37,6
0,1,2023-08-09 16:12:37,42
0,2,2023-08-09 16:14:37,26
1,3,2023-08-09 16:16:37,61
0,4,2023-08-09 16:18:37,11
1,2,2023-08-09 16:20:37,123
0,2,2023-08-09 16:22:37,27
1,3,2023-08-09 16:24:37,4
0,4,2023-08-09 16:26:37,16
0,3,2023-08-09 16:28:37,3
0,3,2023-08-09 16:30:37,3
0,2,2023-08-09 16:32:37,15
6,3,2023-08-09 16:34:37,24
7,3,2023-08-09 16:36:37,12
2,2,2023-08-09 16:38:37,9
0,1,2023-08-09 16:40:37,6
1,1,2023-08-09 16:42:37,6
4,0,2023-08-09 16:44:37,23
16,0,2023-08-09 16:46:37,27
7,2,2023-08-09 16:48:37,24
0,1,2023-08-09 16:50:37,7
0,1,2023-08-09 16:52:37,3
6,3,2023-08-09 16:54:37,18
8,6,2023-08-09 16:56:37,21
15,2,2023-08-09 16:58:37,29
1,5,2023-08-09 17:00:37,5
20,2,2023-08-09 17:02:37,22
3,0,2023-08-09 17:04:37,38
28,0,2023-08-09 17:06:37,55
13,1,2023-08-09 17:08:37,38
27,2,2023-08-09 17:10:37,46
5,1,2023-08-09 17:12:37,36
2,6,2023-08-09 17:14:37,16
0,5,2023-08-09 17:16:37,15
5,3,2023-08-09 17:18:37,5
11,0,2023-08-09 17:20:37,7
4,3,2023-08-09 17:22:37,12
0,2,2023-08-09 17:24:37,17
0,3,2023-08-09 17:26:37,5
0,0,2023-08-09 17:28:37,8
5,6,2023-08-09 17:30:37,21
3,2,2023-08-09 17:32:37,26
0,3,2023-08-09 17:34:37,5
7,3,2023-08-09 17:36:37,29
0,4,2023-08-09 17:38:37,22
0,2,2023-08-09 17:40:37,19
0,2,2023-08-09 17:42:37,15
10,0,2023-08-09 17:44:37,13
0,0,2023-08-09 17:46:37,26
0,2,2023-08-09 17:48:37,5
6,4,2023-08-09 17:50:37,13
11,1,2023-08-09 17:52:37,22
5,3,2023-08-09 17:54:37,7
1,4,2023-08-09 17:56:37,13
0,4,2023-08-09 17:58:37,8
1,4,2023-08-09 18:00:37,3
10,4,2023-08-09 18:02:37,47
0,4,2023-08-09 18:04:37,3
0,4,2023-08-09 18:06:37,5
2,4,2023-08-09 18:08:37,13
0,3,2023-08-09 18:10:37,7
2,2,2023-08-09 18:12:37,8
0,0,2023-08-09 18:14:37,28
0,2,2023-08-09 18:16:37,3
1,4,2023-08-09 18:18:37,11
1,3,2023-08-09 18:20:37,12
18,5,2023-08-09 18:22:37,11
0,4,2023-08-09 18:24:37,9
26,3,2023-08-09 18:26:37,25
5,2,2023-08-09 18:28:37,33
74,4,2023-08-09 18:30:37,25
62,5,2023-08-09 18:32:37,27
2,2,2023-08-09 18:34:37,6
3,2,2023-08-09 18:36:37,21
3,2,2023-08-09 18:38:37,4
2,4,2023-08-09 18:40:37,12
0,2,2023-08-09 18:42:37,3
0,3,2023-08-09 18:44:37,7
2,0,2023-08-09 18:46:37,13
0,3,2023-08-09 18:48:37,13
0,2,2023-08-09 18:50:37,7
2,2,2023-08-09 18:52:37,8
0,1,2023-08-09 18:54:37,5
0,4,2023-08-09 18:56:37,4
47,2,2023-08-09 18:58:37,22
1,0,2023-08-09 19:00:37,2
0,4,2023-08-09 19:02:37,6
0,3,2023-08-09 19:04:37,0
0,1,2023-08-09 19:06:37,1
2,18,2023-08-09 19:08:37,59
2,0,2023-08-09 19:10:37,25
4,6,2023-08-09 19:12:37,24
20,0,2023-08-09 19:14:37,0
3,5,2023-08-09 19:16:37,8
74,3,2023-08-09 19:18:37,24
13,2,2023-08-09 19:20:37,15
6,21,2023-08-09 19:22:37,69
9,3,2023-08-09 19:24:37,38
0,11,2023-08-09 19:26:37,30
0,5,2023-08-09 19:28:37,11
0,2,2023-08-09 19:30:37,7
4,6,2023-08-09 19:32:37,52
0,5,2023-08-09 19:34:37,15
14,1,2023-08-09 19:36:37,24
0,0,2023-08-09 19:38:37,2
0,3,2023-08-09 19:40:37,3
6,1,2023-08-09 19:42:37,1
0,1,2023-08-09 19:44:37,8
13,3,2023-08-09 19:46:37,27
1,2,2023-08-09 19:48:37,8
0,0,2023-08-09 19:50:37,4
0,1,2023-08-09 19:52:37,9
0,2,2023-08-09 19:54:37,15
0,0,2023-08-09 19:56:37,8
2,0,2023-08-09 19:58:37,5
0,1,2023-08-09 20:00:37,14
0,2,2023-08-09 20:02:37,0
0,1,2023-08-09 20:04:37,8
2,1,2023-08-09 20:06:37,0
0,2,2023-08-09 20:08:37,0
0,1,2023-08-09 20:10:37,4
0,0,2023-08-09 20:12:37,0
0,0,2023-08-09 20:14:37,8
0,2,2023-08-09 20:16:37,0
1,1,2023-08-09 20:18:37,2
1,0,2023-08-09 20:20:37,1
0,0,2023-08-09 20:22:37,4
2,2,2023-08-09 20:24:37,1
0,0,2023-08-09 20:26:37,0
0,0,2023-08-09 20:28:37,0
0,0,2023-08-09 20:30:37,0
0,0,2023-08-09 20:32:37,4
0,1,2023-08-09 20:34:37,9
0,0,2023-08-09 20:36:37,0
0,0,2023-08-09 20:38:37,0
0,0,2023-08-09 20:40:37,0
0,1,2023-08-09 20:42:37,3
0,0,2023-08-09 20:44:37,2
0,0,2023-08-09 20:46:37,1
0,2,2023-08-09 20:48:37,12
0,4,2023-08-09 20:50:37,12
0,3,2023-08-09 20:52:37,4
0,3,2023-08-09 20:54:37,2
0,4,2023-08-09 20:56:37,4
3,6,2023-08-09 20:58:37,6
0,3,2023-08-09 21:00:37,2
0,7,2023-08-09 21:02:37,8
0,7,2023-08-09 21:04:37,8
0,0,2023-08-09 21:06:37,0
0,1,2023-08-09 21:08:37,2
0,0,2023-08-09 21:10:37,1
0,2,2023-08-09 21:12:37,2
1,1,2023-08-09 21:14:37,6
0,1,2023-08-09 21:16:37,2
1,2,2023-08-09 21:18:37,2
1,4,2023-08-09 21:20:37,4
1,1,2023-08-09 21:22:37,0
3,1,2023-08-09 21:24:37,0
0,0,2023-08-09 21:26:37,0
0,1,2023-08-09 21:28:37,6
2,0,2023-08-09 21:30:37,1
0,1,2023-08-09 21:32:37,2
4,1,2023-08-09 21:34:37,0
0,0,2023-08-09 21:36:37,3
0,1,2023-08-09 21:38:37,0
1,0,2023-08-09 21:40:37,0
0,0,2023-08-09 21:42:37,0
168,0,2023-08-09 21:44:37,11
0,0,2023-08-09 21:46:37,2
0,0,2023-08-09 21:48:37,0
0,0,2023-08-09 21:50:37,0
0,1,2023-08-09 21:52:37,0
0,0,2023-08-09 21:54:37,2
0,0,2023-08-09 21:56:37,0
0,0,2023-08-09 21:58:37,0
0,0,2023-08-09 22:00:37,0
0,0,2023-08-09 22:02:37,0
0,0,2023-08-09 22:04:37,0
0,0,2023-08-09 22:06:37,2
0,0,2023-08-09 22:08:37,0
0,0,2023-08-09 22:10:37,0
0,0,2023-08-09 22:12:37,0
0,0,2023-08-09 22:14:37,0
0,0,2023-08-09 22:16:37,0
0,0,2023-08-09 22:18:37,0
0,0,2023-08-09 22:20:37,0
0,0,2023-08-09 22:22:37,0
0,0,2023-08-09 22:24:37,0
0,0,2023-08-09 22:26:37,0
0,0,2023-08-09 22:28:37,0
0,0,2023-08-09 22:30:37,0
0,0,2023-08-09 22:32:37,0
0,0,2023-08-09 22:34:37,0
0,0,2023-08-09 22:36:37,0
0,0,2023-08-09 22:38:37,1
0,0,2023-08-09 22:40:37,0
0,0,2023-08-09 22:42:37,0
0,0,2023-08-09 22:44:37,0
0,0,2023-08-09 22:46:37,1
0,0,2023-08-09 22:48:37,0
0,0,2023-08-09 22:50:37,0
0,0,2023-08-09 22:52:37,0
0,0,2023-08-09 22:54:37,0
0,0,2023-08-09 22:56:37,0
0,1,2023-08-09 22:58:37,0
22,2,2023-08-09 23:00:37,11
0,0,2023-08-09 23:02:37,0
0,0,2023-08-09 23:04:37,0
2,0,2023-08-09 23:06:37,0
0,0,2023-08-09 23:08:37,1
0,0,2023-08-09 23:10:37,0
0,0,2023-08-09 23:12:37,0
0,0,2023-08-09 23:14:37,0
0,0,2023-08-09 23:16:37,0
0,0,2023-08-09 23:18:37,0
0,0,2023-08-09 23:20:37,2
0,0,2023-08-09 23:22:37,0
0,0,2023-08-09 23:24:37,2
0,0,2023-08-09 23:26:37,0
0,0,2023-08-09 23:28:37,0
0,0,2023-08-09 23:30:37,0
0,0,2023-08-09 23:32:37,0
0,0,2023-08-09 23:34:37,0
0,0,2023-08-09 23:36:37,0
0,0,2023-08-09 23:38:37,0
0,0,2023-08-09 23:40:37,0
0,0,2023-08-09 23:42:37,0
0,0,2023-08-09 23:44:37,0
0,0,2023-08-09 23:46:37,1
0,0,2023-08-09 23:48:37,0
0,0,2023-08-09 23:50:37,0
0,0,2023-08-09 23:52:37,0
0,0,2023-08-09 23:54:37,0
0,0,2023-08-09 23:56:37,0
0,0,2023-08-09 23:58:37,0
0,0,2023-08-10 00:00:37,0
0,0,2023-08-10 00:02:37,0
0,0,2023-08-10 00:04:37,0
19,0,2023-08-10 00:06:37,0
0,0,2023-08-10 00:08:37,0
0,0,2023-08-10 00:10:37,0
0,0,2023-08-10 00:12:37,0
0,0,2023-08-10 00:14:37,0
0,0,2023-08-10 00:16:37,0
0,0,2023-08-10 00:18:37,0
0,0,2023-08-10 00:20:37,0
0,0,2023-08-10 00:22:37,0
0,0,2023-08-10 00:24:37,0
0,0,2023-08-10 00:26:37,0
0,0,2023-08-10 00:28:37,0
0,0,2023-08-10 00:30:37,0
0,0,2023-08-10 00:32:37,1
0,0,2023-08-10 00:34:37,0
0,1,2023-08-10 00:36:37,2
0,0,2023-08-10 00:38:37,0
0,0,2023-08-10 00:40:37,0
5,0,2023-08-10 00:42:37,0
0,0,2023-08-10 00:44:37,0
0,0,2023-08-10 00:46:37,0
0,0,2023-08-10 00:48:37,0
0,0,2023-08-10 00:50:37,0
0,0,2023-08-10 00:52:37,0
0,0,2023-08-10 00:54:37,0
0,0,2023-08-10 00:56:37,0
0,0,2023-08-10 00:58:37,0
0,0,2023-08-10 01:00:37,0
0,0,2023-08-10 01:02:37,0
0,0,2023-08-10 01:04:37,0
0,0,2023-08-10 01:06:37,0
0,0,2023-08-10 01:08:37,0
0,0,2023-08-10 01:10:37,0
0,0,2023-08-10 01:12:37,0
0,4,2023-08-10 01:14:37,1
0,0,2023-08-10 01:16:37,0
0,0,2023-08-10 01:18:37,0
0,0,2023-08-10 01:20:37,0
0,0,2023-08-10 01:22:37,0
0,0,2023-08-10 01:24:37,0
0,0,2023-08-10 01:26:37,0
0,0,2023-08-10 01:28:37,0
0,0,2023-08-10 01:30:37,0
0,0,2023-08-10 01:32:37,0
0,0,2023-08-10 01:34:37,0
0,0,2023-08-10 01:36:37,0
0,1,2023-08-10 01:38:37,2
0,0,2023-08-10 01:40:37,0
18,0,2023-08-10 01:42:37,0
0,0,2023-08-10 01:44:37,0
0,0,2023-08-10 01:46:37,0
0,0,2023-08-10 01:48:37,0
0,0,2023-08-10 01:50:37,0
0,0,2023-08-10 01:52:37,0
0,0,2023-08-10 01:54:37,0
0,0,2023-08-10 01:56:37,0
0,0,2023-08-10 01:58:37,0
0,0,2023-08-10 02:00:37,0
0,0,2023-08-10 02:02:37,0
0,0,2023-08-10 02:04:37,0
0,0,2023-08-10 02:06:37,0
0,0,2023-08-10 02:08:37,0
0,0,2023-08-10 02:10:37,0
0,0,2023-08-10 02:12:37,0
0,0,2023-08-10 02:14:37,0
0,0,2023-08-10 02:16:37,0
0,0,2023-08-10 02:18:37,0
0,0,2023-08-10 02:20:37,0
0,0,2023-08-10 02:22:37,0
0,0,2023-08-10 02:24:37,0
0,0,2023-08-10 02:26:37,0
0,0,2023-08-10 02:28:37,0
0,0,2023-08-10 02:30:37,0
0,0,2023-08-10 02:32:37,0
0,0,2023-08-10 02:34:37,0
0,0,2023-08-10 02:36:37,0
0,0,2023-08-10 02:38:37,0
0,0,2023-08-10 02:40:37,0
0,0,2023-08-10 02:42:37,0
0,0,2023-08-10 02:44:37,0
0,0,2023-08-10 02:46:37,0
0,0,2023-08-10 02:48:37,0
0,0,2023-08-10 02:50:37,0
0,0,2023-08-10 02:52:37,0
0,0,2023-08-10 02:54:37,0
0,0,2023-08-10 02:56:37,0
0,0,2023-08-10 02:58:37,0
0,0,2023-08-10 03:00:37,0
0,0,2023-08-10 03:02:37,0
0,0,2023-08-10 03:04:37,0
0,0,2023-08-10 03:06:37,0
0,0,2023-08-10 03:08:37,0
0,0,2023-08-10 03:10:37,0
0,0,2023-08-10 03:12:37,0
0,0,2023-08-10 03:14:37,0
0,0,2023-08-10 03:16:37,0
0,0,2023-08-10 03:18:37,0
0,0,2023-08-10 03:20:37,0
0,0,2023-08-10 03:22:37,0
0,0,2023-08-10 03:24:37,0
0,0,2023-08-10 03:26:37,0
0,0,2023-08-10 03:28:37,0
0,0,2023-08-10 03:30:37,0
0,0,2023-08-10 03:32:37,0
0,0,2023-08-10 03:34:37,0
0,0,2023-08-10 03:36:37,0
0,0,2023-08-10 03:38:37,0
0,0,2023-08-10 03:40:37,0
0,0,2023-08-10 03:42:37,0
0,0,2023-08-10 03:44:37,0
0,0,2023-08-10 03:46:37,0
0,0,2023-08-10 03:48:37,0
0,0,2023-08-10 03:50:37,0
0,0,2023-08-10 03:52:37,0
0,0,2023-08-10 03:54:37,0
0,0,2023-08-10 03:56:37,0
0,0,2023-08-10 03:58:37,0
0,0,2023-08-10 04:00:37,0
0,0,2023-08-10 04:02:37,0
0,0,2023-08-10 04:04:37,0
0,0,2023-08-10 04:06:37,0
0,0,2023-08-10 04:08:37,0
0,0,2023-08-10 04:10:37,0
0,0,2023-08-10 04:12:37,0
0,0,2023-08-10 04:14:37,0
0,0,2023-08-10 04:16:37,0
0,0,2023-08-10 04:18:37,0
0,0,2023-08-10 04:20:37,0
0,0,2023-08-10 04:22:37,0
0,0,2023-08-10 04:24:37,0
0,0,2023-08-10 04:26:37,0
0,0,2023-08-10 04:28:37,0
0,0,2023-08-10 04:30:37,0
0,0,2023-08-10 04:32:37,0
0,0,2023-08-10 04:34:37,0
0,0,2023-08-10 04:36:37,0
0,0,2023-08-10 04:38:37,0
0,0,2023-08-10 04:40:37,0
0,0,2023-08-10 04:42:37,0
0,0,2023-08-10 04:44:37,0
0,0,2023-08-10 04:46:37,0
0,0,2023-08-10 04:48:37,0
0,0,2023-08-10 04:50:37,0
0,0,2023-08-10 04:52:37,0
0,0,2023-08-10 04:54:37,0
0,0,2023-08-10 04:56:37,0
0,0,2023-08-10 04:58:37,0
0,0,2023-08-10 05:00:37,0
0,0,2023-08-10 05:02:37,0
0,0,2023-08-10 05:04:37,0
0,0,2023-08-10 05:06:37,0
0,0,2023-08-10 05:08:37,0
0,0,2023-08-10 05:10:37,0
0,0,2023-08-10 05:12:37,0
0,0,2023-08-10 05:14:37,0
0,0,2023-08-10 05:16:37,0
0,0,2023-08-10 05:18:37,0
0,0,2023-08-10 05:20:37,0
0,0,2023-08-10 05:22:37,0
0,0,2023-08-10 05:24:37,0
0,0,2023-08-10 05:26:37,0
0,0,2023-08-10 05:28:37,0
0,0,2023-08-10 05:30:37,0
0,0,2023-08-10 05:32:37,0
0,0,2023-08-10 05:34:37,0
0,0,2023-08-10 05:36:37,0
0,0,2023-08-10 05:38:37,0
0,0,2023-08-10 05:40:37,0
0,0,2023-08-10 05:42:37,0
0,0,2023-08-10 05:44:37,0
0,0,2023-08-10 05:46:37,0
0,0,2023-08-10 05:48:37,0
0,0,2023-08-10 05:50:37,0
0,0,2023-08-10 05:52:37,0
0,0,2023-08-10 05:54:37,0
0,0,2023-08-10 05:56:37,0
0,0,2023-08-10 05:58:37,0
0,0,2023-08-10 06:00:37,0
0,0,2023-08-10 06:02:37,0
0,0,2023-08-10 06:04:37,0
0,0,2023-08-10 06:06:37,0
0,0,2023-08-10 06:08:37,0
0,0,2023-08-10 06:10:37,0
0,0,2023-08-10 06:12:37,0
0,0,2023-08-10 06:14:37,0
0,0,2023-08-10 06:16:37,0
0,0,2023-08-10 06:18:37,0
0,0,2023-08-10 06:20:37,0
0,0,2023-08-10 06:22:37,0
0,0,2023-08-10 06:24:37,0
0,0,2023-08-10 06:26:37,0
0,0,2023-08-10 06:28:37,0
0,0,2023-08-10 06:30:37,0
0,0,2023-08-10 06:32:37,0
0,0,2023-08-10 06:34:37,0
0,0,2023-08-10 06:36:37,0
0,0,2023-08-10 06:38:37,0
0,0,2023-08-10 06:40:37,0
0,0,2023-08-10 06:42:37,0
0,0,2023-08-10 06:44:37,0
0,0,2023-08-10 06:46:37,0
0,0,2023-08-10 06:48:37,0
0,0,2023-08-10 06:50:37,0
0,0,2023-08-10 06:52:37,0
0,0,2023-08-10 06:54:37,0
0,0,2023-08-10 06:56:37,0
0,0,2023-08-10 06:58:37,0
0,0,2023-08-10 07:00:37,0
0,0,2023-08-10 07:02:37,0
0,0,2023-08-10 07:04:37,8
0,0,2023-08-10 07:06:37,4
0,0,2023-08-10 07:08:37,0
0,0,2023-08-10 07:10:37,0
0,0,2023-08-10 07:12:37,0
0,0,2023-08-10 07:14:37,0
0,0,2023-08-10 07:16:37,0
0,0,2023-08-10 07:18:37,0
0,0,2023-08-10 07:20:37,0
0,0,2023-08-10 07:22:37,0
0,0,2023-08-10 07:24:37,0
0,0,2023-08-10 07:26:37,0
0,0,2023-08-10 07:28:37,0
0,0,2023-08-10 07:30:37,0
0,0,2023-08-10 07:32:37,0
0,0,2023-08-10 07:34:37,0
0,0,2023-08-10 07:36:37,0
0,1,2023-08-10 07:38:37,0
0,0,2023-08-10 07:40:37,0
0,0,2023-08-10 07:42:37,0
0,0,2023-08-10 07:44:37,0
0,0,2023-08-10 07:46:37,0
0,0,2023-08-10 07:48:37,0
0,0,2023-08-10 07:50:37,0
0,0,2023-08-10 07:52:37,0
0,0,2023-08-10 07:54:37,0
0,0,2023-08-10 07:56:37,0
0,0,2023-08-10 07:58:37,0
0,0,2023-08-10 08:00:37,0
0,0,2023-08-10 08:02:37,0
0,0,2023-08-10 08:04:37,0
0,0,2023-08-10 08:06:37,0
0,0,2023-08-10 08:08:37,0
0,0,2023-08-10 08:10:37,0
0,0,2023-08-10 08:12:37,0
0,0,2023-08-10 08:14:37,0
0,0,2023-08-10 08:16:37,0
0,0,2023-08-10 08:18:37,0
0,0,2023-08-10 08:20:37,0
0,0,2023-08-10 08:22:37,0
0,0,2023-08-10 08:24:37,0
0,0,2023-08-10 08:26:37,0
0,0,2023-08-10 08:28:37,0
0,0,2023-08-10 08:30:37,0
0,0,2023-08-10 08:32:37,0
0,0,2023-08-10 08:34:37,0
0,0,2023-08-10 08:36:37,0
0,0,2023-08-10 08:38:37,0
0,0,2023-08-10 08:40:37,0
0,0,2023-08-10 08:42:37,0
0,0,2023-08-10 08:44:37,3
0,2,2023-08-10 08:46:37,0
0,3,2023-08-10 08:48:37,5
0,2,2023-08-10 08:50:37,4
56,1,2023-08-10 08:52:37,12
0,0,2023-08-10 08:54:37,6
0,1,2023-08-10 08:56:37,1
0,0,2023-08-10 08:58:37,0
0,0,2023-08-10 09:00:37,0
0,0,2023-08-10 09:02:37,0
0,0,2023-08-10 09:04:37,1
3,0,2023-08-10 09:06:37,8
0,0,2023-08-10 09:08:37,0
0,0,2023-08-10 09:10:37,0
0,0,2023-08-10 09:12:37,0
0,1,2023-08-10 09:14:37,2
0,1,2023-08-10 09:16:37,0
0,0,2023-08-10 09:18:37,0
0,0,2023-08-10 09:20:37,0
0,0,2023-08-10 09:22:37,0
0,1,2023-08-10 09:24:37,8
0,2,2023-08-10 09:26:37,1
0,1,2023-08-10 09:28:37,0
0,1,2023-08-10 09:30:37,23
0,2,2023-08-10 09:32:37,50
1,0,2023-08-10 09:34:37,1
2,0,2023-08-10 09:36:37,8
0,2,2023-08-10 09:38:37,6
0,0,2023-08-10 09:40:37,1
0,0,2023-08-10 09:42:37,0
8,1,2023-08-10 09:44:37,4
0,0,2023-08-10 09:46:37,7
3,1,2023-08-10 09:48:37,11
3,1,2023-08-10 09:50:37,4
32,0,2023-08-10 09:52:37,19
0,1,2023-08-10 09:54:37,13
0,0,2023-08-10 09:56:37,2
0,3,2023-08-10 09:58:37,35
0,1,2023-08-10 10:00:37,19
0,3,2023-08-10 10:02:37,41
0,5,2023-08-10 10:04:37,13
7,3,2023-08-10 10:06:37,48
40,2,2023-08-10 10:08:37,13
9,4,2023-08-10 10:10:37,21
6,2,2023-08-10 10:12:37,32
0,6,2023-08-10 10:14:37,10
10,2,2023-08-10 10:16:37,24
2,1,2023-08-10 10:18:37,20
0,5,2023-08-10 10:20:37,20
1,3,2023-08-10 10:22:37,20
15,3,2023-08-10 10:24:37,21
1,3,2023-08-10 10:26:37,12
13,3,2023-08-10 10:28:37,29
18,3,2023-08-10 10:30:37,24
4,6,2023-08-10 10:32:37,20
5,7,2023-08-10 10:34:37,27
0,9,2023-08-10 10:36:37,29
0,2,2023-08-10 10:38:37,14
1,2,2023-08-10 10:40:37,18
0,2,2023-08-10 10:42:37,9
4,2,2023-08-10 10:44:37,9
75,5,2023-08-10 10:46:37,26
3,3,2023-08-10 10:48:37,33
6,2,2023-08-10 10:50:37,24
38,3,2023-08-10 10:52:37,72
0,1,2023-08-10 10:54:37,10
0,1,2023-08-10 10:56:37,22
3,4,2023-08-10 10:58:37,1
0,0,2023-08-10 11:00:37,13
0,4,2023-08-10 11:02:37,13
1,4,2023-08-10 11:04:37,6
9,6,2023-08-10 11:06:37,13
21,7,2023-08-10 11:08:37,23
4,4,2023-08-10 11:10:37,29
2,6,2023-08-10 11:12:37,21
0,6,2023-08-10 11:14:37,27
0,1,2023-08-10 11:16:37,13
0,4,2023-08-10 11:18:37,10
0,4,2023-08-10 11:20:37,14
0,0,2023-08-10 11:22:37,6
0,4,2023-08-10 11:24:37,6
0,14,2023-08-10 11:26:37,42
0,2,2023-08-10 11:28:37,16
0,3,2023-08-10 11:30:37,13
0,14,2023-08-10 11:32:37,48
0,0,2023-08-10 11:34:37,5
0,5,2023-08-10 11:36:37,10
0,0,2023-08-10 11:38:37,5
2,3,2023-08-10 11:40:37,17
0,5,2023-08-10 11:42:37,6
0,2,2023-08-10 11:44:37,12
1,4,2023-08-10 11:46:37,2
1,6,2023-08-10 11:48:37,36
0,3,2023-08-10 11:50:37,2
0,0,2023-08-10 11:52:37,7
5,6,2023-08-10 11:54:37,5
2,2,2023-08-10 11:56:37,6
0,4,2023-08-10 11:58:37,8
0,5,2023-08-10 12:00:37,16
3,9,2023-08-10 12:02:37,23
0,5,2023-08-10 12:04:37,35
108,1,2023-08-10 12:06:37,30
0,2,2023-08-10 12:08:37,10
0,2,2023-08-10 12:10:37,11
0,2,2023-08-10 12:12:37,6
1,1,2023-08-10 12:14:37,6
0,0,2023-08-10 12:16:37,6
0,0,2023-08-10 12:18:37,34
0,0,2023-08-10 12:20:37,0
0,1,2023-08-10 12:22:37,0
5,0,2023-08-10 12:24:37,9
0,1,2023-08-10 12:26:37,1
0,0,2023-08-10 12:28:37,0
0,0,2023-08-10 12:30:37,0
0,0,2023-08-10 12:32:37,0
1,1,2023-08-10 12:34:37,1
0,0,2023-08-10 12:36:37,11
1,2,2023-08-10 12:38:37,6
3,0,2023-08-10 12:40:37,8
0,1,2023-08-10 12:42:37,8
0,1,2023-08-10 12:44:37,5
0,0,2023-08-10 12:46:37,1
0,1,2023-08-10 12:48:37,0
0,1,2023-08-10 12:50:37,1
0,0,2023-08-10 12:52:37,0
0,0,2023-08-10 12:54:37,0
0,1,2023-08-10 12:56:37,2
0,1,2023-08-10 12:58:37,8
1,0,2023-08-10 13:00:37,0
0,1,2023-08-10 13:02:37,2
0,0,2023-08-10 13:04:37,0
0,1,2023-08-10 13:06:37,2
0,0,2023-08-10 13:08:37,0
0,0,2023-08-10 13:10:37,0
3,0,2023-08-10 13:12:37,0
0,0,2023-08-10 13:14:37,3
0,0,2023-08-10 13:16:37,0
0,1,2023-08-10 13:18:37,3
0,0,2023-08-10 13:20:37,8
0,1,2023-08-10 13:22:37,3
3,1,2023-08-10 13:24:37,14
5,0,2023-08-10 13:26:37,4
4,1,2023-08-10 13:28:37,0
4,0,2023-08-10 13:30:37,3
12,0,2023-08-10 13:32:37,0
0,2,2023-08-10 13:34:37,2
0,0,2023-08-10 13:36:37,0
3,0,2023-08-10 13:38:37,0
0,0,2023-08-10 13:40:37,0
0,1,2023-08-10 13:42:37,1
0,0,2023-08-10 13:44:37,0
0,1,2023-08-10 13:46:37,7
0,1,2023-08-10 13:48:37,7
0,1,2023-08-10 13:50:37,8
0,0,2023-08-10 13:52:37,9
0,0,2023-08-10 13:54:37,7
0,2,2023-08-10 13:56:37,0
0,0,2023-08-10 13:58:37,10
0,0,2023-08-10 14:00:37,15
0,1,2023-08-10 14:02:37,3
4,2,2023-08-10 14:04:37,24
0,1,2023-08-10 14:06:37,29
7,2,2023-08-10 14:08:37,77
12,0,2023-08-10 14:10:37,25
0,2,2023-08-10 14:12:37,12
0,3,2023-08-10 14:14:37,35
4,0,2023-08-10 14:16:37,43
10,6,2023-08-10 14:18:37,22
0,4,2023-08-10 14:20:37,13
0,6,2023-08-10 14:22:37,17
0,1,2023-08-10 14:24:37,10
0,0,2023-08-10 14:26:37,8
4,2,2023-08-10 14:28:37,2
0,1,2023-08-10 14:30:37,7
1,3,2023-08-10 14:32:37,3
0,2,2023-08-10 14:34:37,11
18,4,2023-08-10 14:36:37,15
14,1,2023-08-10 14:38:37,19
6,2,2023-08-10 14:40:37,14
30,2,2023-08-10 14:42:37,11
141,1,2023-08-10 14:44:37,24
1,0,2023-08-10 14:46:37,8
1,1,2023-08-10 14:48:37,9
0,1,2023-08-10 14:50:37,1
0,1,2023-08-10 14:52:37,14
45,5,2023-08-10 14:54:37,19
1,3,2023-08-10 14:56:37,0
10,5,2023-08-10 14:58:37,13
0,2,2023-08-10 15:00:37,8
1,4,2023-08-10 15:02:37,23
5,1,2023-08-10 15:04:37,9
2,3,2023-08-10 15:06:37,9
0,2,2023-08-10 15:08:37,6
0,0,2023-08-10 15:10:37,3
0,3,2023-08-10 15:12:37,9
0,1,2023-08-10 15:14:37,1
0,3,2023-08-10 15:16:37,20
0,5,2023-08-10 15:18:37,19
0,0,2023-08-10 15:20:37,5
3,1,2023-08-10 15:22:37,3
0,1,2023-08-10 15:24:37,1
1,1,2023-08-10 15:26:37,10
0,1,2023-08-10 15:28:37,5
21,2,2023-08-10 15:30:37,21
0,0,2023-08-10 15:32:37,45
0,4,2023-08-10 15:34:37,40
13,4,2023-08-10 15:36:37,12
69,0,2023-08-10 15:38:37,29
0,1,2023-08-10 15:40:37,1
12,1,2023-08-10 15:42:37,4
1,0,2023-08-10 15:44:37,6
0,4,2023-08-10 15:46:37,5
0,5,2023-08-10 15:48:37,20
0,1,2023-08-10 15:50:37,6
